ENOTA,VDV_MID,VDV_ID,VDV_UIME,VDV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
VD,17469479,106014,"Golnik, Kranjski vrtci-Enota Ostržek, Golnik 54",,2.76,2022/03/25,2022/04/04,106014,,V,448460,132637
VD,17469487,106018,"Trstenik, Dom krajevne skupnosti, Trstenik 8 a",,11.22,2022/03/25,2022/04/04,106018,,V,450810,130237
VD,17469495,106021,"Naklo II, Večnamenski objekt Naklo, Stara c. 61",,6.63,2014/11/24,2014/11/24,106021,,V,447749,124437
VD,17469509,106022,"Podbrezje, Kulturni dom, Podbrezje 147",,9.63,2014/11/24,2014/11/24,106022,,V,444760,128187
VD,17469517,106027,"Zgornja Bela, Dom krajanov, Zgornja Bela 67",,5.4,2019/03/26,2019/03/26,106027,,V,452820,128457
VD,17469525,106039,"Zg. Jezersko, Korotan, Zgornje Jezersko 57",,40.9,2014/11/24,2014/11/24,106039,,V,461290,139607
VD,17469541,106029,"Olševek, Gasilsko društvo Olševek, Olševek 18",,4.27,2014/11/24,2014/11/24,106029,,V,456656,127053
VD,17469550,106034,"Visoko, Dom krajanov, Visoko 67",,4.03,2014/11/24,2014/11/24,106034,,V,454160,125467
VD,17469568,106033,"Šenčur II, OŠ Šenčur, Pipanova c. 43, Šenčur",,4.63,2014/11/24,2014/11/24,106033,,V,455501,122833
VD,17469576,106036,"Voklo, Športno kulturni dom, Voklo 28",,2.84,2022/03/25,2022/04/04,106036,,V,455449,119627
VD,17469584,106037,"Trboje, Dom krajanov, Trboje 39",,5.29,2014/11/24,2014/11/24,106037,,V,454089,118287
VD,17469592,107002,"Bistrica II, Osnovna šola Bistrica, Begunjska c.2",,0.68,2022/02/18,2022/02/18,107002,,V,445430,134987
VD,17469606,107003,"Brezje, Dom krajanov, Brezje pri Tržiču 55, Tržič",,5.39,2014/11/21,2014/11/21,107003,,V,443320,135607
VD,17469622,107007,"Leše, Gasilski dom Leše, Leše 3, Tržič",,5.69,2014/11/21,2014/11/21,107007,,V,443170,134667
VD,17469649,107010,"Pristava, Fundacija V.Drakslerja, Pristavška c.16",,1.12,2014/11/21,2014/11/21,107010,,V,445840,134517
VD,17469657,107013,"Senično, Krajevna skupnost, Senično 30, Križe",,3.44,2014/11/21,2014/11/21,107013,,V,447770,131367
VD,17469665,107014,"Tržič I,Galerija Atrij Občine Tržič,Trg svobode18",,3.23,2018/04/12,2018/04/12,107014,,V,445950,135087
VD,17469681,105003,"Planina II, OŠ Stane Žagar, C. 1. maja 10a, Kranj",,0.1,2014/11/24,2014/11/24,105003,,V,450809,122077
VD,17469703,106031,"Srednja vas, Gasilski dom, Srednja vas pri Š. 68",,3.26,2014/11/24,2014/11/24,106031,,V,455787,124495
VD,17469711,107008,"Lom pod Storžičem,Dom krajanov,Lom pod Storžič.56",,23.09,2014/11/21,2014/11/21,107008,,V,448910,137167
VD,17469720,104004,"Br. Smuk I,OŠ M. Čopa, Ul. T. Vidmarja 1,Kranj",,0.11,2022/09/05,2022/09/05,104004,,V,451269,122327
VD,17469738,106016,"Hrastje, Športni center Graben, Hrastje 209",,2.93,2014/11/24,2014/11/24,106016,,V,452281,120641
VD,17469746,107005,"Kovor, Krajevna skupnost, Glavna cesta 24, Kovor",,6.02,2015/11/19,2015/11/19,107005,,V,442710,132547
VD,17469754,104014,"Predoslje, Kulturni dom, Predoslje 34, Kranj",,7.73,2022/09/05,2022/09/05,104014,,V,452370,124807
VD,17469762,106009,"Šenturška Gora, Krajevni dom, Šenturška Gora 11",,20.49,2019/03/05,2019/03/05,106009,,V,466270,123017
VD,17469797,105017,"Bitnje II, GD, Zg. Bitnje 33, Žabnica",,8.54,2022/09/05,2022/09/05,105017,,V,448639,118757
VD,17496085,106023,"Bašelj, Brunarica TD Bašelj",,6.45,2014/11/24,2014/11/24,106023,,V,453910,130807
VD,17504665,106040,"Hotemaže, Vaški gasilski dom, Hotemaže 80",,1.33,2014/11/24,2014/11/24,106040,,V,455390,126907
VD,17588192,102001,"Gasilski dom Mlino, Mlinska cesta 26, Bled",,3.81,2011/04/28,2011/04/28,102001,,V,430639,135738
VD,17588206,102002,"Gasilski dom Rečica, Rečiška cesta 4, Bled",,2.99,2011/04/28,2011/04/28,102002,,V,430539,137528
VD,17588214,102003,"Občina Bled, Cesta svobode 13, Bled",,2.13,2014/04/08,2014/04/08,102003,,V,431829,136948
VD,17588249,102004,"Osnovna šola Bled, Seliška cesta 3, Bled",,2.9,2014/04/08,2014/04/08,102004,,V,431499,137258
VD,17588290,102006,"Kulturni dom Bohinjska Bela, Bohinjska Bela  37",,34.1,2017/10/03,2017/10/03,102006,,V,428059,134228
VD,17588311,102007,"Gostilna Kunavc, Krnica 21, Zg. Gorje",,86.82,2014/11/21,2014/11/21,102007,,V,425149,139898
VD,17588320,102008,"Osnovna šola Gorje, Zg. Gorje 44 a, Zg. Gorje",,2.01,2014/11/21,2014/11/21,102008,,V,428339,138248
VD,17588338,102009,"Osnovna šola Gorje, Zg. Gorje 44a, Zg. Gorje",,4.54,2022/02/25,2022/02/25,102009,,V,428759,138008
VD,17588346,102010,"Dom upokojencev Spodnje Gorje, Sp. Gorje 208",,21.63,2014/11/21,2014/11/21,102010,,V,429020,138728
VD,17588354,102011,"Gasilski dom Podhom, Podhom 15, Zg. Gorje",,1.11,2014/11/21,2014/11/21,102011,,V,429200,139338
VD,17588362,102012,"Zadružni dom Ribno, Izletniška ul.11, Bled",,18.29,2014/11/21,2014/11/21,102012,,V,433249,135888
VD,17588389,102013,"Natura hotel LUKANC, Selo pri Bledu 8",,1.51,2018/05/18,2018/05/18,102013,,V,431429,135108
VD,17588397,102014,"Kulturni dom Zasip, Sebenje 6, Bled",,4.87,2014/11/21,2014/11/21,102014,,V,430520,139008
VD,17588419,102015,"Vrtec Bohinjska Bistrica, Mencingerjeva ulica 4",,0.5,2018/04/05,2018/04/05,102015,,V,419259,126588
VD,17588427,102016,"Dom Joža Ažmana, Triglavska c. 16, Boh. Bistrica",,18.17,2014/11/21,2014/11/21,102016,,V,419861,126089
VD,17588443,102017,"Gasilski dom Bitnje, Bitnje 13, Boh. Bistrica",,3.55,2014/11/21,2014/11/21,102017,,V,419869,127638
VD,17588451,102018,"Gasilski dom Nomenj, Nomenj 23, Boh. Bistrica",,19,2014/11/21,2014/11/21,102018,,V,423429,128558
VD,17588460,102019,"Turistično društvo Bohinj,Ribčev Laz 48, B.jezero",,14.02,2014/11/21,2014/11/21,102019,,V,414249,126838
VD,17588478,102020,"Gasilski dom Kamnje, Kamnje 26 a, Boh.Bistrica",,23.71,2014/11/21,2014/11/21,102020,,V,415428,125930
VD,17588486,102021,"Gasilski dom Nemški rovt,Nemški rovt18,B.Bistrica",,42.91,2014/11/21,2014/11/21,102021,,V,427769,129788
VD,17588494,102022,"Gasilski dom Koprivnik, Koprivnik 3 b, B.Bistrica",,19.17,2014/11/21,2014/11/21,102022,,V,418854,133403
VD,17588508,102023,"Gasilski dom Gorjuše, Gorjuše 36 a, Boh.Bistrica",,10.08,2014/11/21,2014/11/21,102023,,V,424109,130128
VD,17588516,102024,"Gasilski dom Srednja vas, Srednja vas 83",,27.72,2018/04/05,2018/04/05,102024,,V,417209,129048
VD,17588524,102025,"Gasilski dom Bohinj. Češnjica, Bohin. Češnjica 79",,7.32,2014/11/21,2014/11/21,102025,,V,420079,128958
VD,17588532,102026,"Pri Zdenki Platiša,Podjelje 15 a,Sr.vas v Bohinju",,4.34,2018/04/05,2018/04/05,102026,,V,419939,130948
VD,17588559,102027,"Kulturni dom Stara Fužina,Stara Fužina 53b,B.jez.",,128.59,2014/11/21,2014/11/21,102027,,V,414919,128388
VD,17588567,102028,"Pri Milanu Talerju,Studor v Bohinju 5a,Sr.vas v B",,2.19,2019/03/07,2019/03/07,102028,,V,416399,129148
VD,17588575,103001,"Klub upokojencev Begunje,Begunje na Gorenjskem 23",,22.79,2011/04/28,2011/04/28,103001,,V,439230,137188
VD,17588583,103002,"POSLOVNI PROSTOR ""NO LIMITS"", Zapuže 2a",,0.98,2022/09/23,2022/09/23,103002,,V,438190,136918
VD,17588591,103003,"GASILSKO ORODIŠČE, pri hiši Konc, Dvorska vas 20a",,1.47,2017/07/18,2017/07/18,103003,,V,438730,135908
VD,17588605,103004,"Gasilski dom Slatna, Slatna 15",,6.29,2014/04/08,2014/04/08,103004,,V,441480,135747
VD,17588613,103005,"Dom krajanov Brezje, Brezje 80 c",,8.37,2012/09/11,2012/09/11,103005,,V,441110,132127
VD,17588621,103006,"Dom krajanov Kamna Gorica, Kamna Gorica 58",,5.08,2014/04/08,2014/04/08,103006,,V,437919,131167
VD,17588630,103007,"Avla Sindikalnega doma Kropa, Kropa 3",,5.61,2018/04/13,2018/04/13,103007,,V,438629,128257
VD,17588648,103008,"KULTURNI DOM LANCOVO, Lancovo 30",,32.93,2017/10/03,2017/10/03,103008,,V,437259,132087
VD,17588656,103009,"Gasilski dom Hlebce, Hlebce 9",,1.4,2011/04/28,2011/04/28,103009,,V,436850,136638
VD,17588664,103010,"Turistična kmetija PR GROM, Hraše 17 c",,0.92,2014/04/08,2014/04/08,103010,,V,435940,137108
VD,17588672,103011,"Stanovanjska hiša pri Čopu, Studenčice 4 a",,1.48,2011/04/28,2011/04/28,103011,,V,435430,137838
VD,17588699,103012,"Družbeni center Lesce, Alpska cesta 58, Lesce",,3.09,2014/04/08,2014/04/08,103012,,V,434800,136189
VD,17588702,103013,"OŠ F.S. Finžgarja Lesce, Begunjska cesta 7, Lesce",,1.94,2018/04/13,2018/04/13,103013,,V,436280,136098
VD,17588729,103014,"Dom ŠD Ljubno, Ljubno 114",,4.92,2011/04/28,2011/04/28,103014,,V,441830,130657
VD,17588737,103015,"Vrtec na Posavcu, Posavec 86",,1.56,2014/04/08,2014/04/08,103015,,V,440840,130347
VD,17588745,103016,"Kulturni dom Mošnje, Mošnje 41",,3.09,2011/04/28,2011/04/28,103016,,V,439310,132837
VD,17588753,103017,"GASILSKI DOM PODNART, Podnart 13",,13.71,2014/06/19,2014/06/19,103017,,V,442620,128767
VD,17588761,103018,"Športni park Rad.,soba PD, Ul.S. Žagarja 2b, Rad.",,0.58,2022/09/27,2022/09/27,103018,,V,436039,134908
VD,17588770,103019,"Srednja gost.in tur.šola Radovljica,Kranjska c.24",,0.3,2018/05/16,2018/05/16,103019,,V,436259,134198
VD,17588788,103020,"Avla Občine Radovljica,Gorenjska c.19, Radovljica",,0.3,2014/04/08,2014/04/08,103020,,V,436119,134168
VD,17588796,103021,"Ekon.gimnazija in sr.šola Radovljica,Gorenjska 13",,1.55,2012/09/11,2012/09/11,103021,,V,436269,133978
VD,17588800,103022,"OŠ A. T. LINHARTA, Kranjska cesta 27, Radovljica",,2.19,2021/06/23,2021/06/23,103022,,V,436579,134298
VD,17588818,103023,"Stanovanjska hiša Jensterle, Nova vas 45",,0.89,2011/04/28,2011/04/28,103023,,V,437600,135598
VD,17588826,103024,"Športni park Vrbnje, Vrbnje",,2.53,2022/09/23,2022/09/23,103024,,V,438270,134307
VD,17588834,103025,"Gasilski dom Srednja Dobrava, Srednja Dobrava 7",,4.2,2011/04/28,2011/04/28,103025,,V,439379,130887
VD,17588842,103026,"Prostor KS Otok, Zgornji Otok 6 a",,3.04,2014/04/08,2014/04/08,103026,,V,438750,134787
VD,17590219,102005,"INFOCENTER TRIGLAVSKA ROŽA BLED, Ljubljanska c.27",,1.78,2017/07/17,2017/07/17,102005,,V,432229,136558
VD,17601687,101001,"Vrtec Rateče, Rateče 18, Rateče",,26.53,2022/09/27,2022/09/27,101001,,V,401518,151780
VD,17687964,109001,"Rudnik Žirovski vrh TODRAŽ, Todraž 1, Gorenja vas",,11.28,2022/09/27,2022/09/27,109001,,V,433929,103647
VD,17687972,109006,"Kulturni dom LUČINE, Lučine 11a, Gorenja vas",,15.23,2018/05/17,2018/05/17,109006,,V,437199,104697
VD,17687999,109009,"Šubičeva hiša,Poljane nad Škofjo Loko 70,Poljane",,25.61,2022/09/27,2022/09/27,109009,,V,438269,106017
VD,17688006,109010,"Demšar Slavko, Dolenje Brdo 7, Poljane nad Šk.L.",,3.24,2022/09/27,2022/09/27,109010,,V,433689,109997
VD,17688014,109011,"Šola MALENSKI VRH, Malenski Vrh 14,Poljane",,3.96,2022/09/27,2022/09/27,109011,,V,433789,112767
VD,17688022,108002,"Gasilski dom Virmaše, Virmaše 14, Škofja Loka",,2.24,2014/04/08,2014/04/08,108002,,V,448042,115731
VD,17688057,108006,"Gasilski dom Škofja Loka, Studenec 5",,0.37,2021/06/04,2021/06/04,108006,,V,447549,114217
VD,17688065,108007,"Osnovna šola Reteče, Reteče 43, Škofja Loka",,4.23,2015/11/26,2015/11/26,108007,,V,452061,112931
VD,17688073,108009,"OŠ Cvetko Golar II., Frankovo naselje 51,Šk.Loka",,0.12,2014/11/14,2014/11/14,108009,,V,448608,114774
VD,17688081,108010,"OŠ Cvetko Golar III., Frankovo naselje 51,Šk.Loka",,2.45,2021/06/04,2021/06/04,108010,,V,449059,114097
VD,17688090,108011,"Gasilski dom Gosteče, Gosteče 10, Škofja Loka",,7.11,2014/11/14,2014/11/14,108011,,V,450259,112157
VD,17688103,108013,"Sokolski dom Škofja Loka, Mestni trg 17, Šk. Loka",,1.32,2018/04/06,2018/04/06,108013,,V,445559,113107
VD,17688120,108015,"Trgovina kmečki stroji, Sv. Barbara 23, Šk. Loka",,19.21,2019/03/07,2019/03/07,108015,,V,447159,109787
VD,17688138,108016,"Krajevna skupnost Podlubnik, Podlubnik 139",,6.48,2014/11/14,2014/11/14,108016,,V,445499,116537
VD,17688154,109013,"Etnografski muzej DAVČA, Davča 25 a, Železniki",,22,2018/05/17,2018/05/17,109013,,V,425549,116007
VD,17688162,109015,"Osnovna šola DRAŽGOŠE, Dražgoše 35, Železniki",,20.48,2018/05/17,2018/05/17,109015,,V,436489,123967
VD,17688189,109017,"Osnovna šola SELCA, Selca 95, Selca",,13.5,2018/05/17,2018/05/17,109017,,V,437729,118787
VD,17688197,109019,"Krajevna skupnost SORICA,Spodnja Sorica 16,Sorica",,29.76,2018/05/17,2018/05/17,109019,,V,426669,122148
VD,17688219,109020,"Kulturni dom ŽELEZNIKI, Trnje 39, Železniki",,14.31,2018/05/17,2018/05/17,109020,,V,435131,120175
VD,17688227,109022,"Restavracija LUŠINA, Češnjica 54, Železniki",,3.44,2018/05/17,2018/05/17,109022,,V,436649,120997
VD,17688243,109024,"Objekt pri šoli v PODLONKU,Podlonk 11,Železniki",,14.28,2022/09/05,2022/09/05,109024,,V,431579,121267
VD,17688251,109026,"OŠ Žiri-večnam.prostor-novi d.,Jobstova c.22,Žiri",,9.49,2021/06/04,2021/06/04,109026,,V,430989,101077
VD,17688260,109027,"Družbeni dom Partizan ŽIRI, Loška c. 17, Žiri",,0.55,2019/03/07,2019/03/07,109027,,V,431049,101577
VD,17688278,109028,"Zadružni dom ŽIRI,avla dvorane,Trg svobode 6,Žiri",,6.9,2019/03/06,2019/03/06,109028,,V,431539,101367
VD,17688286,109030,"Gasilski dom BREKOVICE, Brekovice 14, Žiri",,6.41,2018/05/17,2018/05/17,109030,,V,431349,98057
VD,17688294,109032,"Gasilski dom DOBRAČEVA, Loška c. 64, Žiri",,6.18,2018/05/17,2018/05/17,109032,,V,427759,102327
VD,17688316,109008,"Stavba ob župnišču v STARI OSELICI,St.Oselica 33",,7.14,2018/05/17,2018/05/17,109008,,V,428579,107757
VD,17688324,109012,"Kulturna dvorana SOVODENJ, Sovodenj 23, Sovodenj",,14.5,2018/05/17,2018/05/17,109012,,V,426279,103547
VD,17688332,108008,"OŠ Cvetko Golar I., Frankovo naselje 51, Šk. Loka",,1.18,2014/11/14,2014/11/14,108008,,V,447963,114585
VD,17688359,108020,"Zadružni dom Log nad Škofjo Loko, Log nad Šk.L.31",,15.5,2014/11/14,2014/11/14,108020,,V,440279,110337
VD,17688367,108018,"Tržnica Škofja Loka, Partizanska cesta 1, Šk.Loka",,6.29,2021/06/04,2021/06/04,108018,,V,445849,115457
VD,17688375,109002,"Sokolski dom GORENJA VAS-mala dvorana,Poljan.c.87",,10.46,2018/05/17,2018/05/17,109002,,V,433949,106197
VD,17688383,109004,"Osnovna šola LESKOVICA, Leskovica 1, Gorenja vas",,16.81,2018/05/17,2018/05/17,109004,,V,429339,112357
VD,17688391,109007,"Gasilski dom TREBIJA, Trebija 4, Gorenja vas",,9.39,2018/05/17,2018/05/17,109007,,V,431319,105257
VD,17688413,108001,"Krajevna skupnost Godešič, Godešič 100, Šk. Loka",,5.07,2011/04/28,2011/04/28,108001,,V,450389,113837
VD,17688421,108004,"OŠ Škofja Loka-Mesto, Šolska ulica 1, Šk. Loka",,0.1,2014/03/04,2014/03/04,108004,,V,446349,114607
VD,17688430,108005,"Prostori Društva upokojencev,Partizanska c.1,Š.L.",,0.65,2022/04/08,2022/04/08,108005,,V,446839,114377
VD,17688456,108021,"Šola Gabrk, Gabrk 1, Škofja Loka",,3.36,2014/11/14,2014/11/14,108021,,V,441839,110967
VD,17688464,108012,"OŠ Ivana Groharja, Podlubnik 1, Škofja Loka",,4.46,2018/04/06,2018/04/06,108012,,V,446179,114397
VD,17688499,108023,"Krajevna skupnost Lenart, Sv. Lenart 21, Selca",,10.93,2018/04/06,2018/04/06,108023,,V,439159,116407
VD,17688529,108024,"Osnovna šola Bukovščica, Bukovščica 4, Selca",,7.89,2014/11/14,2014/11/14,108024,,V,441579,121347
VD,17688537,109014,"Objekt na športnem igrišcu,Dolenja vas 127,Selca",,4.45,2022/09/05,2022/09/05,109014,,V,440234,119783
VD,17688545,109016,"Gasilski dom RUDNO, Rudno 5, Železniki",,3.42,2018/05/17,2018/05/17,109016,,V,435739,123177
VD,17688553,109018,"Berce Mirko, Lajše 12, Selca",,2.06,2014/11/14,2014/11/14,109018,,V,437849,122957
VD,17688561,109021,"Osnovna šola ŽELEZNIKI, Otoki 13, Železniki",,2.18,2018/05/17,2018/05/17,109021,,V,435799,121147
VD,17688570,109023,"Kulturni dom ZALI LOG, Zali Log 46 a, Železniki",,22.52,2019/03/06,2019/03/06,109023,,V,429499,116607
VD,17688588,109025,"Osnovna šola MARTINJ VRH,Martinj Vrh 21,Železniki",,11.4,2022/09/27,2022/09/27,109025,,V,433079,117147
VD,17688600,109029,"Trgovina na SELU, Selo 2, Žiri",,11.55,2018/05/17,2018/05/17,109029,,V,428469,103187
VD,17688618,109031,"Gasilski dom RAČEVA, Račeva 41, Žiri",,8.16,2018/05/17,2018/05/17,109031,,V,433539,99647
VD,17688642,108003,"Kulturni dom Sv. Duh, Sv. Duh 10, Škofja Loka",,4.41,2011/04/28,2011/04/28,108003,,V,447849,117047
VD,17688669,108014,"Puštalski grad, Puštal 21, Škofja Loka",,3.18,2014/11/14,2014/11/14,108014,,V,446799,113907
VD,17688677,109003,"Gasilski dom HOTAVLJE, Hotavlje 112, Gorenja vas",,16.01,2018/05/17,2018/05/17,109003,,V,432999,112497
VD,17688685,109005,"Osnovna šola JAVORJE,Javorje 6,Poljane nad Šk. L.",,19.68,2022/09/27,2022/09/27,109005,,V,438249,114897
VD,17688693,108022,"Zadružni dom Zminec, Zminec 35, Škofja Loka",,25.53,2014/11/14,2014/11/14,108022,,V,444209,113657
VD,17710044,108025,"Osnovna šola Bukovica, Bukovica 20, Selca",,13.97,2018/04/13,2018/04/13,108025,,V,440669,117077
VD,17829572,410001,"OSNOVNA ŠOLA DOB I, Šolska ulica 7, Dob",,5.77,2011/02/17,2011/02/17,410001,,V,470729,114096
VD,17829599,410003,"Dom krajanov v Žejah, Žeje 10",,3.77,2009/03/23,2009/03/23,410003,,V,474169,109586
VD,17829602,410004,"Osnovna šola Krtina, Krtina 41",,7.97,2004/01/21,2004/01/23,410004,,V,473099,112156
VD,17829629,410005,"Gasilski dom Homec, Bolkova ul.46, Homec",,2.29,2004/01/21,2004/01/23,410005,,V,469430,115046
VD,17829637,410006,"Osnovna šola Ihan, Šolska ul.5, Ihan",,10.41,2018/03/27,2018/03/27,410006,,V,470609,109206
VD,17829645,410007,"Samostan Mala Loka, Mala Loka 8",,1.45,2018/03/27,2018/03/27,410007,,V,469809,107766
VD,17829653,410008,"Slamnikarski muzej, Kajuhova cesta 5, Domžale",,0.45,2018/03/27,2018/03/27,410008,,V,468559,110886
VD,17829661,410009,"RD BISTRICA DOMŽALE, Krakovska 18a, Domžale",,0.73,2018/03/27,2018/03/27,410009,,V,468809,110806
VD,17829688,410011,"Kulturni dom Radomlje I, Prešernova cesta 43",,1.66,2018/05/04,2018/05/04,410011,,V,470150,115126
VD,17829696,410013,"GD Rova, Žiška c.10, Rova",,10.03,2018/05/04,2018/05/04,410013,,V,471560,115716
VD,17829700,410014,"Delavski dom Vir, Šaranovičeva c.19,Vir",,1.7,2018/05/04,2018/05/04,410014,,V,469529,112606
VD,17829718,410015,"Vrtec Palček Vir, Dvoržakova ul.15, Vir",,0.39,2018/05/04,2018/05/04,410015,,V,469379,112786
VD,17829734,410017,"Podružnična šola Krašnja, Krašnja 14a, Lukovica",,10.98,2018/05/04,2018/05/04,410017,,V,479740,115236
VD,17829840,410018,"Kulturni dom Janka Kersnika Lukovica, Stari trg 1",,12.13,2018/05/04,2018/05/04,410018,,V,476000,114356
VD,17829858,410019,"Kulturni dom A.M.Slomška Šentvid, Veidrov trg 4",,4.88,2018/05/04,2018/05/04,410019,,V,474969,112466
VD,17829866,410020,"Športno turistično društvo Rafolče, Rafolče 11",,3.81,2018/05/04,2018/05/04,410020,,V,474430,115416
VD,17829874,410021,"ŠD Zlato polje,Podgora pri Zlatem polju 1",,7.85,2018/05/04,2018/05/04,410021,,V,476980,117036
VD,17829882,410022,"Podružnična šola Blagovica, Blagovica 33",,14.07,2018/05/04,2018/05/04,410022,,V,483160,114836
VD,17829904,410023,"Večnamenski objekt, Češnjice 8, Blagovica",,2.74,2018/05/04,2018/05/04,410023,,V,484090,117186
VD,17829947,410025,"Kulturni dom Moravče, Vegova ul.9",,4.51,2018/05/04,2018/05/04,410025,,V,480209,110796
VD,17829955,410026,"Gost. lokal nad Logom,C. heroja Vasje 13, Moravče",,7.73,2018/05/04,2018/05/04,410026,,V,480589,110016
VD,17829963,410027,"Pri Urankarju, Gabrje pod Limbarsko goro 6",,8.67,2018/05/04,2018/05/04,410027,,V,481631,111767
VD,17829971,410028,"Pri Francu Majdiču, Negastrn 8",,5.62,2018/05/04,2018/05/04,410028,,V,480220,112206
VD,17829980,410029,"PGD KRAŠCE, Krašce 4",,4.6,2018/05/04,2018/05/04,410029,,V,478179,110656
VD,17829998,410030,"Gasilski dom Peče, Peče 50",,11.05,2018/05/04,2018/05/04,410030,,V,484160,111156
VD,17830015,410031,"Dom krajanov Hrib, Hrib nad Ribčami 7",,10.12,2018/05/04,2018/05/04,410031,,V,479529,107286
VD,17830023,410032,"KS Vrhpolje,Vrhpolje pri Moravčah 14",,9.07,2018/05/04,2018/05/04,410032,,V,479169,109716
VD,17830031,411001,"VRTEC BISTRA, Ul. Nikola Tesla 16, Domžale",,0.17,2018/04/09,2018/04/09,411001,,V,469089,111786
VD,17830040,411002,"Galerija Domžale, Mestni trg 1, Domžale",,0.14,2014/04/08,2014/04/08,411002,,V,468709,111396
VD,17830082,411003,"VRTEC ČEŠMIN, Murnova ulica 14, Domžale",,0.34,2018/04/09,2018/04/09,411003,,V,469229,111866
VD,17830104,411004,"OSNOVNA ŠOLA ROJE, Kettejeva ulica 15, Domžale",,0.29,2018/04/09,2018/04/09,411004,,V,469029,111956
VD,17830112,411005,"Srednja šola Domžale - gimnazija, Cesta talcev 12",,1.55,2018/04/09,2018/04/09,411005,,V,470009,110546
VD,17830139,411006,"PEKARNA JURČEK, Depala vas 93a, Domžale",,3.35,2018/04/09,2018/04/09,411006,,V,466879,110466
VD,17830147,411007,"PGD STOB-DEPALA VAS, Ljubljanska cesta 55, Domžale",,0.46,2018/04/09,2018/04/09,411007,,V,467959,110786
VD,17830198,411008,"DOMŽALSKI DOM, Ljubljanska cesta 58, Domžale",,0.48,2018/04/09,2018/04/09,411008,,V,468384,111419
VD,17830201,411009,"TIC DOMŽALE, Ljubljanska cesta 70, Domžale",,0.12,2018/04/09,2018/04/09,411009,,V,468599,111286
VD,17830210,411010,"Osnovna šola Dragomelj, Dragomelj 180",,4.44,2018/04/09,2018/04/09,411010,,V,468839,107776
VD,17830228,411011,"OŠ Jarše, Šolska ul.1a, Spodnje Jarše",,0.72,2018/04/09,2018/04/09,411011,,V,468879,112496
VD,17830236,411012,"GASILSKI DOM SREDNJE JARŠE,Jarška c. 37,Zg. Jarše",,1.01,2018/04/09,2018/04/09,411012,,V,468599,112986
VD,17830244,411013,"OŠ Preserje pri Radomljah, Pelechova c. 83",,1.17,2018/04/09,2018/04/09,411013,,V,468999,114206
VD,17830252,411014,"OŠ Trzin I, Mengeška cesta 7b, Trzin",,2.1,2018/04/09,2018/04/09,411014,,V,466399,110806
VD,17830279,411015,"OŠ Trzin II, Mengeška c. 7b, Trzin",,0.6,2018/04/09,2018/04/09,411015,,V,465759,110506
VD,17830287,411017,"Gasilski dom Topole, Topole 21",,2.11,2018/04/09,2018/04/09,411017,,V,465749,115507
VD,17830309,411018,"ŠPORTNA DVORANA MENGEŠ I, Šolska ulica 13, Mengeš",,4.43,2022/03/04,2022/03/04,411018,,V,467169,114487
VD,17830317,411020,"Dom počitka Mengeš, Glavni trg 13",,0.08,2018/04/09,2018/04/09,411020,,V,467179,114147
VD,17830325,411019,"ŠPORTNA DVORANA MENGEŠ II, Šolska ulica 13,Mengeš",,1.96,2022/03/04,2022/03/04,411019,,V,467119,113947
