ENOTA,VDV_MID,VDV_ID,VDV_UIME,VDV_DJ,POV_KM2,D_OD,DV_OD,N8,C1,STATUS,CEN_E,CEN_N
VD,17102664,40314,"Medgeneracijski center Izola, Livade 7a","Centro Intergenerazionale di Isola, Livade 7a",2.37,2022/09/01,2022/09/02,203014,,V,395687,44187
VD,17103601,50427,Obalni dom upokojencev Koper - Krožna cesta 5,Casa cost. del pensionato Cap.,0.33,2022/02/21,2022/02/21,204027,,V,398507,45537
VD,17137697,91029,Osnovna šola Pivka,,6.99,2014/04/08,2014/04/08,208001,,V,437398,60376
VD,17137719,91030,Osnovna šola Pivka,,1.05,2014/04/08,2014/04/08,208002,,V,436488,61906
VD,17137735,91034,Kulturni dom Juršče,,36.8,2014/04/08,2014/04/08,208006,,V,445078,58676
VD,17137743,91036,Osnovna šola Šmihel,,19.39,2014/04/08,2014/04/08,208008,,V,434568,56716
VD,17137751,91038,"Hiša Požar, Čepno 15",,2.25,2014/04/08,2014/04/08,208010,,V,429608,59386
VD,17137760,91039,"Hiša Gustinčič, Volče 14A",,13.56,2022/09/02,2022/09/02,208011,,V,429768,61566
VD,17137778,94002,"Avla Inšt. za razis. Krasa ZRC SAZU, Titov trg 2",,1.15,2022/04/08,2022/04/08,208017,,V,438468,70716
VD,17137786,94005,"Gostilna ""Brne""",,1.07,2014/04/08,2014/04/08,208020,,V,438848,70966
VD,17137794,94006,"O.Š. ""A. Globočnika"", Postojna",,0.17,2021/06/10,2021/06/10,208021,,V,439338,70526
VD,17137808,94007,"O.Š. ""A. Globočnika"", Postojna",,0.05,2021/06/10,2021/06/10,208022,,V,438968,70556
VD,17137816,94010,"O.Š.""A. Globočnika"", Postojna",,0.02,2018/04/09,2018/04/09,208025,,V,438842,70207
VD,17137824,94012,Dom upokojencev Postojna,,1.71,2014/04/08,2014/04/08,208027,,V,438838,70026
VD,17137832,94013,"Podjetniški inkubator, Veliki otok 44b",,15.68,2015/11/25,2015/11/25,208028,,V,438188,74226
VD,17137859,94015,Kulturni dom Studeno,,10.81,2014/04/08,2014/04/08,208030,,V,436208,76377
VD,17137867,94017,Kulturni dom Landol,,4.28,2014/04/08,2014/04/08,208032,,V,432568,72916
VD,17137875,94019,O.Š. Hruševje,,23.05,2018/04/09,2018/04/09,208034,,V,430478,69266
VD,17137883,94021,Gasilski dom Razdrto,,5.4,2010/11/26,2010/11/26,208036,,V,426858,68966
VD,17137891,91040,"Hiša Biščak Anton, Buje",,5.19,2014/04/08,2014/04/08,208012,,V,428888,57696
VD,17137905,94003,Avla kulturnega doma Postojna,,28.36,2022/09/02,2022/09/02,208018,,V,439878,72486
VD,17137913,94016,Kulturni dom Bukovje,,43.38,2014/04/08,2014/04/08,208031,,V,433228,76837
VD,17137921,94022,Dom krajanov Bolk,,6.51,2010/11/22,2010/11/22,208037,,V,432628,70086
VD,17137930,94027,Kulturni dom Orehek,,9.09,2014/04/08,2014/04/08,208042,,V,434168,68036
VD,17137948,91031,Osnovna šola Pivka,,48.86,2014/04/08,2014/04/08,208003,,V,436878,59446
VD,17137956,91035,Gasilski dom Zagorje,,14.7,2014/04/08,2014/04/08,208007,,V,438298,56866
VD,17137964,91037,O.Š. Dolnja Košana 61,,20.65,2018/04/10,2018/04/10,208009,,V,432778,58816
VD,17137972,91041,"Vaška hiša, Suhorje 23a",,5.65,2019/03/14,2019/03/14,208013,,V,430228,55736
VD,17137999,94001,Srednja gozdarska in lesarska šola Postojna,,3.26,2015/11/25,2015/11/25,208016,,V,438058,70766
VD,17138006,94004,Avla kulturnega doma Postojna,,0.1,2022/09/02,2022/09/02,208019,,V,438921,70800
VD,17138014,94009,"O.Š.""A. Globočnika"", Postojna",,0.11,2018/04/09,2018/04/09,208024,,V,439138,69996
VD,17138049,94014,Kulturni dom Miroslava Vilharja Planina,,38.15,2017/07/19,2017/07/19,208029,,V,441818,78636
VD,17138057,94018,"Kult. dom, Šmihel pod Nanosom",,10.96,2014/04/08,2014/04/08,208033,,V,431548,73506
VD,17138065,94020,Kulturni dom Veliko Ubeljsko,,15.3,2010/11/22,2010/11/22,208035,,V,427938,70666
VD,17138073,94023,Kulturni dom Hrašče,,6.57,2010/11/22,2010/11/22,208038,,V,434137,71225
VD,17138081,94025,OŠ Prestranek,,23.56,2014/04/08,2014/04/08,208040,,V,436778,65486
VD,17138090,94024,"Gostilna Černač, Rakitnik 39",,6.76,2014/04/08,2014/04/08,208039,,V,437276,67165
VD,17138103,91033,Gasilski dom Palčje,,30.56,2010/11/26,2010/11/26,208005,,V,442138,59826
VD,17138111,94008,"O.Š. ""A. Globočnika"", Postojna",,0.13,2014/04/08,2014/04/08,208023,,V,438868,70516
VD,17138120,91042,"Stara  o.š., Kal 90",,7.35,2014/04/08,2014/04/08,208014,,V,434928,59156
VD,17138138,94026,"Kulturni dom, Slavina 31",,6.87,2014/04/08,2014/04/08,208041,,V,435968,63896
VD,17138162,91043,"Gostilna Miranda, Selce",,10.32,2014/04/08,2014/04/08,208015,,V,436818,62786
VD,17144022,94028,"Hiša Čič, Zagon 3a",,3.28,2014/04/08,2014/04/08,208043,,V,435908,73026
VD,17146670,94029,Dom krajanov Koče,,4.08,2014/04/08,2014/04/08,208044,,V,436238,64896
VD,17254774,35057,"Bač pri Materiji GD, Bač pri Materiji 28b",,32.7,2022/09/02,2022/09/05,206057,,V,421659,49487
VD,17254782,111001,"Avber, bivša OŠ, Avber bš",,10.98,2022/09/02,2022/09/05,206001,,V,412438,71817
VD,17254804,111002,"Dane pri Sežani, Dom na Padulu, Dane  17 A",,5.73,2022/09/02,2022/09/05,206002,,V,412588,65017
VD,17254812,111003,"Dutovlje,  Bunčetova domačija, Dutovlje 65",,9.01,2017/09/14,2017/09/14,206003,,V,409078,69607
VD,17254839,111004,"Kreplje, Vaški dom, Kreplje bš",,2.85,2022/09/02,2022/09/05,206004,,V,409448,67887
VD,17254847,111005,"Skopo, Vaška dvorana, Skopo bš",,4.31,2022/09/02,2022/09/05,206005,,V,408508,71037
VD,17254855,111006,"Kopriva,Dvorana vaške skupnosti, Kopriva bš",,6.05,2022/09/02,2022/09/05,206006,,V,409318,72107
VD,17254863,111007,"Krajna vas, hiša Gec Cvetke, Krajna vas 40",,3.47,2022/09/02,2022/09/05,206007,,V,406928,70617
VD,17254871,111008,"Kazlje, dom KS, Kazlje bš",,7.25,2022/09/02,2022/09/05,206008,,V,415088,69917
VD,17254880,111009,"Lokev, KD, Lokev bš",,18.35,2022/09/02,2022/09/05,206009,,V,416129,58796
VD,17254898,111010,"Pliskovica, balinarski klub, Pliskovica bš",,12.22,2022/09/02,2022/09/05,206010,,V,405168,71067
VD,17254901,111011,"Veliki dol, dvorana stare OŠ, Veliki dol bš",,5.83,2022/09/02,2022/09/05,206011,,V,402987,70817
VD,17254910,111012,"Tublje pri Komnu, hiša Knez Dragice, Tublje 16",,3.49,2022/09/02,2022/09/05,206012,,V,402017,71387
VD,17254928,111013,"Povir, ZDD, Povir bš",,21.48,2022/09/02,2022/09/05,206013,,V,416881,62676
VD,17254936,111014,"Sedež Občine Sežana, Sežana, Partizanska c.4",,5.83,2022/09/02,2022/09/05,206014,,V,412028,63727
VD,17254944,111015,"Otroški vrtec, Sežana, Ul. J. Pahorja 1",,0.14,2022/09/02,2022/09/05,206015,,V,411588,63707
VD,17254952,111016,"VDC Koper - Enota Sežana, Sežana, Ul. J.Pahorja 3",,8.05,2022/09/02,2022/09/05,206016,,V,411410,63822
VD,17254979,111017,"OŠ Sežana, Sežana, Kosovelova ul. 6",,0.75,2022/09/02,2022/09/05,206017,,V,412063,63671
VD,17254987,111018,"Stara OŠ, Sežana, Bazoviška c. 9",,2.25,2022/09/02,2022/09/05,206018,,V,412378,63817
VD,17254995,111019,"ZGRS Sežana, Sežana, Bazoviška ul. 13",,17.86,2022/09/02,2022/09/05,206019,,V,412056,63233
VD,17255002,111020,"Dol pri Vogljah, ZDD, Dol pri Vogljah bš",,4.1,2022/09/02,2022/09/05,206020,,V,408438,65977
VD,17255029,111021,"Štjak, bivša OŠ, Štjak",,13.02,2022/09/02,2022/09/05,206021,,V,414268,72977
VD,17255037,111022,"Štorje, ZDD, Štorje bš",,11.65,2022/09/02,2022/09/05,206022,,V,416578,67047
VD,17255045,111023,"Tomaj, sedež KS, Tomaj bš",,5.93,2022/09/02,2022/09/05,206023,,V,410728,68727
VD,17255053,111024,"Križ, Vaški dom, Križ bš",,14.88,2022/09/02,2022/09/05,206024,,V,411938,67867
VD,17255061,111025,"Tabor, OŠ, Tabor 9",,21.96,2022/09/02,2022/09/05,206025,,V,419178,70987
VD,17255070,49026,"Komen, KD, Komen 118",,9.36,2022/09/02,2022/09/05,206026,,V,402178,75777
VD,17255088,49027,"Gabrovica pri Komnu 47, prostori vaške skupnosti",,6.19,2022/09/02,2022/09/05,206027,,V,405158,74807
VD,17255096,49028,"Volčji Grad, vaška hiša, Volčji grad št.24",,4.81,2022/09/02,2022/09/05,206028,,V,402879,74168
VD,17255118,49030,"Sveto, stara OŠ, Sveto 68",,5.46,2022/09/02,2022/09/05,206030,,V,401408,76847
VD,17255126,49031,"Škrbina, stara OŠ, Škrbina bš",,8.74,2022/09/02,2022/09/05,206031,,V,402428,78127
VD,17255134,49032,"Ivanji Grad, vaški dom, Ivanji Grad bš",,4.97,2022/09/02,2022/09/05,206032,,V,398847,76187
VD,17255142,49033,"Brje pri Komnu, vaški dom, Brje pri Komnu bš",,2.87,2022/09/02,2022/09/05,206033,,V,400277,72437
VD,17255169,49034,"Gorjansko, KD, Gorjansko bš",,13.2,2022/09/02,2022/09/05,206034,,V,399967,74667
VD,17255177,49035,"Brestovica pri Komnu 55, prostori vaške skupnosti",,12.88,2022/09/02,2022/09/05,206035,,V,394537,75547
VD,17255185,49036,"Štanjel, ZDD, Štanjel 59 A",,11.45,2022/09/02,2022/09/05,206036,,V,410178,76587
VD,17255193,49037,"Kodreti, Vaška skupnost Gornja Branica,Kodreti 10",,4.93,2022/02/21,2022/02/22,206037,,V,413628,75837
VD,17255207,49038,"Kobjeglava, vaški dom, Kobjeglava 75",,9.57,2022/09/02,2022/09/05,206038,,V,407278,75807
VD,17255215,49039,"Hruševica, vaški dom, Hruševica bš",,3.99,2022/09/02,2022/09/05,206039,,V,408928,75197
VD,17255223,19040,"Divača  OŠ, Ul. dr. B. Magajne 4, Divača",,8.33,2022/09/02,2022/09/05,206040,,V,419258,60666
VD,17255231,19041,"Doljne Ležeče, gostilna pri Čotniku,Dol.Ležeče 46",,8.02,2022/09/02,2022/09/05,206041,,V,420628,60266
VD,17255240,19042,"Naklo, vaški dom,  Naklo bš",,5.51,2022/09/02,2022/09/05,206042,,V,421578,58776
VD,17255258,19043,"Dane pri Divači, vaški dom, Dane pri Divači bš",,8.86,2022/09/02,2022/09/05,206043,,V,419548,56466
VD,17255266,19044,"Famlje, v nekdanjem LIV-u, Famlje bš",,26.78,2022/09/02,2022/09/05,206044,,V,424438,57846
VD,17255274,19045,"Gornje Ležeče, v hiši Jožeta Čeperja, G.Ležeče 16",,4.74,2022/09/02,2022/09/05,206045,,V,427558,58866
VD,17255282,19046,"Barka, stara OŠ, Barka bš",,10.22,2022/09/02,2022/09/05,206046,,V,426078,55996
VD,17255304,19047,"Vareje, vaški dom, Vareje bš",,12.64,2022/09/02,2022/09/05,206047,,V,424488,54656
VD,17255312,19048,"Senožeče, VD R. Cvetka, Senožeče bš",,37.35,2022/09/02,2022/09/05,206048,,V,425168,64906
VD,17255339,19049,"Dolenja vas, v ZDD, Dolenja vas bš",,22.63,2022/09/02,2022/09/05,206049,,V,422978,66266
VD,17255347,35050,"Hrpelje, vaški dom Hrpelje, Na  Gorici 2a",,5.43,2022/09/02,2022/09/05,206050,,V,417918,52006
VD,17255355,35051,"Tublje pri Hrpeljah, Gostilna Križman, Tublje  24",,8.77,2022/09/02,2022/09/05,206051,,V,419968,51186
VD,17255363,35052,"Krvavi potok, vaški dom, Krvavi potok bš",,3.97,2022/09/02,2022/09/05,206052,,V,414738,53306
VD,17255371,35053,"Kozina, knjižnica, Kozina, Istrska ul. 19",,2.95,2022/09/02,2022/09/05,206053,,V,417052,52683
VD,17255380,35054,"Vrhpolje, vaški dom, Vrhpolje bš",,6.5,2022/09/02,2022/09/05,206054,,V,416568,54716
VD,17255401,35055,"Artviže, vaški dom, Artviže 6a",,5.71,2022/09/02,2022/09/05,206055,,V,424118,52996
VD,17255410,35056,"Gradišče pri Materiji, prostori KS, Gradišče bš",,6.95,2022/09/02,2022/09/05,206056,,V,426728,46256
VD,17255428,35058,"Brezovica, vaški dom, Brezovica bš",,3.17,2022/09/02,2022/09/05,206058,,V,422248,51796
VD,17255436,35059,"Ocizla, vaška hiša, Ocizla 36",,7.65,2022/09/02,2022/09/05,206059,,V,414808,50656
VD,17255444,35060,"Obrov, prostori balinišča, Obrov bš",,43.82,2022/09/02,2022/09/05,206060,,V,428668,45146
VD,17255452,35061,"Prešnica, OŠ, Prešnica bš",,17.09,2022/09/02,2022/09/05,206061,,V,417158,48486
VD,17255479,35063,"Slivje, prostori KS, Slivje  bš",,19.71,2022/09/02,2022/09/05,206063,,V,425648,48406
VD,17255487,35064,"Tatre, vaški dom, Tatre bš",,6.85,2022/09/02,2022/09/05,206064,,V,428708,51286
VD,17255517,35062,"Rodik, vaški dom, Rodik 6",,10.99,2022/09/02,2022/09/05,206062,,V,420478,54496
VD,17258303,35068,"Klanec pri Kozini, vaški dom,Klanec pri Kozini bš",,8.01,2022/09/02,2022/09/05,206068,,V,414698,48906
VD,17265377,35069,"Javorje, vaški dom, Javorje bš",,4.48,2022/09/02,2022/09/05,206069,,V,429778,46466
VD,17267809,49029,"Tomačevica, vaški dom, Tomačevica bš",,4.21,2022/09/02,2022/09/05,206029,,V,404668,75937
VD,17366645,101002,"KS Podkoren, Podkoren 15, Podkoren",,13.66,2022/09/27,2022/09/27,101002,,V,404629,151268
VD,17366653,101003,"Občina Kr.Gora, Kolodvorska ul.1b, Kr. Gora",,40.38,2022/09/05,2022/09/05,101003,,V,406879,150238
VD,17366661,101004,"OŠ Kr. Gora, Koroška ul. 12, Kr. Gora",,6.69,2022/09/05,2022/09/05,101004,,V,406635,150935
VD,17366688,101007,"OŠ 16.december Mojstrana ,Ul. A. Rabiča 7",,76.54,2022/09/27,2022/09/27,101007,,V,418479,147468
VD,17366700,101008,"Hiša TNP Zg. Radovna, Zg. Radovna 21,Zg.Radovna",,7.68,2022/09/27,2022/09/27,101008,,V,417699,144058
VD,17366718,101009,"PGD Hrušica, Hrušica13, Hrušica",,0.35,2022/09/05,2022/09/05,101009,,V,424680,145788
VD,17366726,101010,"KD Hrušica, Hrušica 55A, Hrušica",,9.39,2022/09/05,2022/09/05,101010,,V,424120,146149
VD,17366742,101011,"KS Pl. pod Golico,Pl. pod Golico 31,Pl.pod Golico",,16.97,2022/09/27,2022/09/27,101011,,V,427090,147788
VD,17366777,101012,"Hiša Klinar Štefan, Plavški Rovt 14, Plavški Rovt",,4.06,2022/09/27,2022/09/27,101012,,V,425830,146388
VD,17366785,101013,"DU dr.F.Bergelja,stavba C,Ul. S.Bokala 4,Jesenice",,1.19,2022/09/27,2022/09/27,101013,,V,426180,145158
VD,17366793,101014,"Zdravstveni dom, C. m.Tita 78, Jesenice",,0.11,2022/09/27,2022/09/27,101014,,V,426530,145118
VD,17366807,101015,"OŠ T. Čufar, C. C. Tavčarja 21,  Jesenice",,0.3,2022/09/05,2022/09/05,101015,,V,426280,144968
VD,17366815,101016,"JEKO d.o.o., C. m. Tita 51, Jesenice",,1.05,2022/09/05,2022/09/05,101016,,V,426846,144757
VD,17366858,101017,"Vrtec A.Ocepek, C. C. Tavčarja 3A, Jesenice",,0.03,2022/09/27,2022/09/27,101017,,V,426480,144718
VD,17366912,101018,"KS Sava, Pod gozdom 2, Jesenice",,0.35,2022/09/05,2022/09/05,101018,,V,427830,144568
VD,17366939,101019,"OŠ P. Voranca, C. T. Tomšiča 5, Jesenice",,0.35,2022/09/27,2022/09/27,101019,,V,427870,144708
VD,17366947,101020,"OŠ P. Voranca, C.T. Tomšiča 5, Jesenice",,0.14,2022/09/27,2022/09/27,101020,,V,428630,143988
VD,17366955,101021,"OŠ P. Stražišarja, Ul. V.Kejžarja 35, Jesenice",,0.04,2022/09/27,2022/09/27,101021,,V,428380,144088
VD,17366963,101022,"Srednja šola, Ul. b. Rupar 2, Jesenice",,0.55,2022/09/05,2022/09/05,101022,,V,428240,144078
VD,17366971,101023,"Zavod za šport,sejna soba,Ledarska ul.6A,Jesenice",,0.22,2022/09/27,2022/09/27,101023,,V,426810,144288
VD,17366980,101024,"KS Podmežakla, Mencingerjeva ul.1, Jesenice",,4.2,2022/09/05,2022/09/05,101024,,V,427190,144068
VD,17366998,101025,"GD Javorniški Rovt, Javorniški Rovt 17, Jav. Rovt",,5.81,2022/09/27,2022/09/27,101025,,V,431020,146828
VD,17367005,101026,"OŠ Koroška Bela, C.talcev 2, Kor.Bela",,7.25,2022/09/27,2022/09/27,101026,,V,432200,142288
VD,17367030,101005,"GD Gozd Martuljek, Zg. Rute 85, Gozd Martuljek",,57.85,2022/09/05,2022/09/05,101005,,V,409879,150308
VD,17367056,101006,"KD Dovje, Dovje 109, Dovje",,27.11,2022/09/27,2022/09/27,101006,,V,418684,148135
VD,17367064,101027,"OŠ Koroška Bela, C.talcev 2, Kor. Bela",,12.94,2022/09/27,2022/09/27,101027,,V,430880,143488
VD,17367072,101028,"DD J. in A. Pibernik, C.B.Kidriča 37C,Sl.Javornik",,0.43,2022/09/27,2022/09/27,101028,,V,429330,143548
VD,17367099,101029,"DD J. in A. Pibernik, C.B.Kidriča 37C,Sl.Javornik",,2.2,2022/09/27,2022/09/27,101029,,V,429630,143238
VD,17367170,101030,"OŠ Blejska Dobrava, Blejska Dobrava 44,Bl.Dobrava",,6.68,2022/09/27,2022/09/27,101030,,V,430410,141838
VD,17367196,101031,"Orodišče Kočna, bš, Kočna",,1.29,2022/09/27,2022/09/27,101031,,V,429300,142088
VD,17367226,101032,"TVD Partizan, Žirovnica 63, Žirovnica",,9.57,2022/09/05,2022/09/05,101032,,V,433130,141098
VD,17367234,101033,"Elektrarna Moste, Moste 41, Moste",,1.65,2022/09/27,2022/09/27,101033,,V,432740,139698
VD,17367242,101034,"Čopova rojstna hiša, Žirovnica 14, Žirovnica",,0.53,2022/09/05,2022/09/05,101034,,V,433720,140858
VD,17367269,101035,"OŠ Žirovnica, Zabreznica 4, Zabreznica",,4.7,2022/09/27,2022/09/27,101035,,V,433960,140448
VD,17367277,101036,"Občina Žirovnica, Breznica 3, Breznica",,22.77,2022/09/27,2022/09/27,101036,,V,434761,139960
VD,17367285,101037,"GD Smokuč, Smokuč 46, Smokuč",,3.35,2022/09/27,2022/09/27,101037,,V,436300,139098
VD,17468472,106011,"Velesovo, Gasilski dom, Velesovo 53",,1.72,2014/11/24,2014/11/24,106011,,V,457770,125577
VD,17468499,106001,"Volišče Adergas, Adergas 12",,2.24,2022/09/12,2022/09/12,106001,,V,458430,125317
VD,17468529,106002,"Cerklje na Gor. I, OŠ D.Jenko,Krvavška c.4",,7.47,2022/09/05,2022/09/05,106002,,V,461330,123237
VD,17468537,106003,"Cerklje na Gor. II, OŠ D.Jenko, Krvavška c. 4",,3.18,2022/09/05,2022/09/05,106003,,V,460330,123357
VD,17468545,106005,"Lahovče, Gasilski dom, Lahovče 74",,4.98,2022/09/12,2022/09/12,106005,,V,461750,119927
VD,17468553,106012,"Zalog, Osnovna šola, Zalog pri Cerkljah 29",,7.08,2014/11/24,2014/11/24,106012,,V,464480,121577
VD,17468588,104006,"Klanec I, Dom krajanov, Jezerska c. 41, Kranj",,0.34,2022/09/05,2022/09/05,104006,,V,451219,122667
VD,17468596,104008,"Primskovo II, Dom krajanov, Jezerska c. 41, Kranj",,3.62,2014/11/24,2014/11/24,104008,,V,452040,123907
VD,17468618,104010,"Vod. stolp II,OŠ S.Jenko,Ul.XXXI.divizije 7a",,0.52,2022/09/05,2022/09/05,104010,,V,450416,123704
VD,17468626,104011,"Vodovodni stolp I,OŠ S.Jenko,Ul. XXXI.divizije 7a",,1.2,2022/03/24,2022/03/24,104011,,V,450569,123742
VD,17468634,104012,"Kokrica II, Kulturni dom Kokrica, C. na Brdo 30",,5.68,2014/11/24,2014/11/24,104012,,V,450820,126987
VD,17468669,104016,"Britof, Gasilski dom, Britof 316, KRanj",,2.23,2022/09/05,2022/09/05,104016,,V,452950,125217
VD,17468677,105002,"Huje I, OŠ Stane Žagar, C. 1.maja 10 a, Kranj",,0.22,2014/11/24,2014/11/24,105002,,V,450549,122287
VD,17468707,105004,"Planina I, OŠ Stane Žagar, C. 1. maja 10 a, Kranj",,0.39,2014/11/24,2014/11/24,105004,,V,450659,121787
VD,17468715,105006,"Zlato Polje II, Oš F.Prešeren,Kidričeva c. 49, KR",,2.31,2014/11/24,2014/11/24,105006,,V,449810,124337
VD,17468723,105007,"Struževo, Dom KS, Struževo 14, Kranj",,0.98,2022/09/05,2022/09/05,105007,,V,448156,124689
VD,17468731,105008,"Gorenja Sava, SSC, Gorenjesavska c.35a, Kranj",,1.42,2022/09/05,2022/09/05,105008,,V,449739,122797
VD,17468758,105011,"Orehek I, Osnovna šola, Zasavska cesta 53 a,Kranj",,0.96,2014/11/24,2014/11/24,105011,,V,450599,120317
VD,17468766,105013,"Breg ob Savi,GD Br. ob Savi,Br.ob Savi 34,Mavčiče",,2.48,2022/09/05,2022/09/05,105013,,V,452749,119097
VD,17468774,105015,"Podreca, Krelj Thomas, Podreca 74, Mavčiče",,3.36,2022/09/05,2022/09/05,105015,,V,454449,114967
VD,17468782,105019,"Pševo, DKS Jošt, Pševo 3, Kranj",,6.12,2022/09/05,2022/09/05,105019,,V,445539,122007
VD,17468812,106017,"Tenetiše, Dom druž. pol. org., Tenetiše 80",,7.42,2014/11/24,2014/11/24,106017,,V,449690,128197
VD,17468839,106015,"Goriče,OŠ S.Jenko-telovadnica,Srednja vas-Goriče1",,10.2,2022/03/25,2022/04/04,106015,,V,449960,131507
VD,17468847,106020,"Naklo I, Dom Janeza Filipiča, Kranjska c.1, Naklo",,3.8,2015/11/26,2015/11/26,106020,,V,447408,126357
VD,17468855,106019,"Duplje, Gasilski dom Duplje, Zgornje Duplje 8",,8.17,2015/11/26,2015/11/26,106019,,V,446220,129107
VD,17468863,106038,"Sp. Jezersko, Gostilna Kanonir, Sp. Jezersko 5",,27.83,2014/11/24,2014/11/24,106038,,V,459131,138158
VD,17468871,106024,"Kokra, Osnovna šola, Kokra 23",,52.82,2014/11/24,2014/11/24,106024,,V,462390,133157
VD,17468880,106025,"Preddvor, Večnamenski INFO center, Dvorski trg 3",,16.8,2022/03/25,2022/04/04,106025,,V,455350,129657
VD,17468898,106026,"Tupaliče, Pension Zaplata, Tupaliče 32",,5.55,2014/11/24,2014/11/24,106026,,V,457590,128437
VD,17468901,106028,"Luže, Gasilski dom, Luže 27",,1.22,2014/11/24,2014/11/24,106028,,V,456330,125247
VD,17468928,106032,"Šenčur I, OŠ Šenčur, Pipanova c.43, Šenčur",,5.17,2014/11/24,2014/11/24,106032,,V,454700,122257
VD,17468936,106035,"Voglje, Dom vaščanov Voglje, Na vasi 21, Voglje",,6.52,2018/04/04,2018/04/04,106035,,V,456439,119647
VD,17468944,107001,"Bistrica I, Osnovna šola Bistrica, Begunjska c. 2",,3.26,2014/04/08,2014/04/08,107001,,V,445590,135617
VD,17468987,107004,"Jelendol, Dom krajanov, Jelendol 8, Tržič",,51.65,2014/11/21,2014/11/21,107004,,V,448510,139307
VD,17468995,107006,"Križe, Osnovna šola Križe, C. Kokrškega odreda 16",,5.94,2014/11/21,2014/11/21,107006,,V,448780,133627
VD,17469002,107009,"Podljubelj, Dom krajanov, Podljubelj 242, Tržič",,36.83,2014/11/21,2014/11/21,107009,,V,445170,140057
VD,17469029,107011,"Ravne,Krajevna skupnost Ravne, Pot na Zali Rovt 3",,1.69,2014/11/21,2014/11/21,107011,,V,446140,137617
VD,17469037,107012,"Sebenje, Dom krajanov, Sebenje 43, Križe",,3.57,2014/11/21,2014/11/21,107012,,V,446080,131847
VD,17469070,106030,"Prebačevo, Gasilski dom, Prebačevo 63",,1.75,2015/11/26,2015/11/26,106030,,V,453139,119597
VD,17469088,106006,"Praprotna polica, Vaški dom Praprotna polica",,3.46,2022/09/05,2022/09/05,106006,,V,457760,123997
VD,17469096,106013,"Zgornji Brnik, Gasilski dom, Zgornji Brnik 8",,10.89,2014/11/24,2014/11/24,106013,,V,460349,122350
VD,17469100,104005,"Br. Smuk II,OŠ M. Čopa, Ul. T. Vidmarja 1,Kranj",,0.1,2022/09/05,2022/09/05,104005,,V,451029,122387
VD,17469126,105001,"Huje II, OŠ Jakob Aljaž, Ul.TončkaDežmana 1,Kranj",,0.1,2014/11/24,2014/11/24,105001,,V,450976,122093
VD,17469134,105009,"Stražišče I, Šmartinski dom,Škofjeloška c.18, KR",,2.33,2014/11/24,2014/11/24,105009,,V,449719,121667
VD,17469142,105014,"Mavcice, KS Mavcice, Mavcice 69, Mavčiče",,7.91,2022/09/05,2022/09/05,105014,,V,453679,117657
VD,17469169,105021,"Podblica, GD Podblica, Podblica 2, Zg. Besnica",,11.74,2022/09/05,2022/09/05,105021,,V,438880,125998
VD,17469185,107015,"Tržič II, Društvo upokojencev Tržič,Trg svobode18",,3.77,2018/04/12,2018/04/12,107015,,V,446900,136127
VD,17469193,106004,"Češnjevek, Vaški dom, Češnjevek 11 a",,2.71,2022/09/12,2022/09/12,106004,,V,458990,124887
VD,17469207,106010,"Štefanja Gora, Gasilski dom, Štefanja Gora 30",,4.02,2019/03/05,2019/03/05,106010,,V,460230,127567
VD,17469215,106007,"Poženik, Vaški dom Poženik, Poženik 6",,6.36,2022/09/05,2022/09/05,106007,,V,462010,124587
VD,17469223,106008,"Spodnji Brnik, Gasilski dom Sp.Brnik, Sp.Brnik 5a",,3.4,2014/11/24,2014/11/24,106008,,V,461010,120867
VD,17469231,104001,"Center, Avla MO Kranj, Slovenski trg 1, Kranj",,0.56,2022/09/05,2022/09/05,104001,,V,450239,121957
VD,17469240,104002,"Čirče, Dom KS, Smledniška c. 136, Kranj",,2.16,2022/09/05,2022/09/05,104002,,V,450949,121217
VD,17469258,104003,"Klanec II, Dom krajanov, Jezerska c. 41, Kranj",,0.77,2022/09/05,2022/09/05,104003,,V,451429,122547
VD,17469274,104007,"Primskovo I, Dom krajanov, Jezerska c. 41, Kranj",,0.69,2014/11/24,2014/11/24,104007,,V,451209,123017
VD,17469304,104009,"Vod. stolp III,OŠ S.Jenko,Ul.XXXI.divizije7a",,0.16,2022/09/05,2022/09/05,104009,,V,450469,123437
VD,17469339,104013,"Kokrica I, Kulturni dom Kokrica, C. na Brdo 30",,3.75,2014/11/24,2014/11/24,104013,,V,450360,125097
VD,17469380,105005,"Zlato polje I, OŠ F.Prešeren,Kidričeva c.49,Kranj",,0.11,2014/11/24,2014/11/24,105005,,V,450069,123227
VD,17469401,105010,"Stražišče II, Šmartinski dom,Škofjeloška c.18, KR",,4.59,2014/11/24,2014/11/24,105010,,V,450019,121167
VD,17469428,105012,"Orehek II, Osnovna šola, Zasavska cesta 53a,Kranj",,1.71,2014/11/24,2014/11/24,105012,,V,452079,119987
VD,17469436,105016,"Žabnica, Telovadnica, Žabnica 20, Žabnica",,7.93,2022/09/05,2022/09/05,105016,,V,448019,118317
VD,17469444,105018,"Zgornje Bitnje, GD, Zg. Bitnje 33, Žabnica",,2.8,2022/09/05,2022/09/05,105018,,V,448879,120247
VD,17469452,105020,"Sp. Besnica,GD Besnica,Na hribu 7,Zg. Besnica",,20.61,2022/09/05,2022/09/05,105020,,V,447029,123047
