ENOTA,SL_MID,SL_ID,SL_UIME,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
SL,18362228,61230,OŠ Nove Fužine,1.15,1999/01/07,1999/01/08,V,466689,101806
SL,18362236,61240,OŠ Nove Jarše,6.03,1999/01/07,1999/01/08,V,464749,103466
SL,18362244,61250,OŠ Oskarja Kovačiča,3.02,1999/01/07,1999/01/08,V,463279,99656
SL,18362279,61252,OŠ Rudnik,9.23,1999/01/07,1999/01/08,V,464209,98296
SL,18362287,61260,OŠ Poljane,1.45,1999/01/07,1999/01/08,V,462839,100466
SL,18362295,61270,OŠ Polje,2.65,1999/01/07,1999/01/08,V,467349,102136
SL,18362309,61271,OŠ Zgornji Kašelj,1.83,1999/01/07,1999/01/08,V,468429,101216
SL,18362317,61280,OŠ Prežihovega Voranca,1.24,1999/01/07,1999/01/08,V,461449,100886
SL,18362325,61290,OŠ Prule,13.71,1999/01/07,1999/01/08,V,461949,100966
SL,18362333,61300,OŠ Riharda Jakopiča,1.38,1999/01/07,1999/01/08,V,460819,102927
SL,18362341,61320,OŠ Sostro,24.54,1999/01/07,1999/01/08,V,471229,98996
SL,18362350,61321,OŠ Besnica,17.26,1999/01/07,1999/01/08,V,475879,99326
SL,18362368,61322,OŠ Janče,15.88,1999/01/07,1999/01/08,V,477629,101446
SL,18362376,61323,OŠ Javor,8.54,1999/01/07,1999/01/08,V,476519,97356
SL,18362384,61324,OŠ Lipoglav,10.6,1999/01/07,1999/01/08,V,470859,94686
SL,18362392,61325,OŠ Prežganje,14,1999/01/07,1999/01/08,V,479769,96856
SL,18362406,61330,OŠ Spodnja Šiška,2.15,1999/01/07,1999/01/08,V,461219,102116
SL,18362414,61340,OŠ Šentvid,6.85,1999/01/07,1999/01/08,V,456579,109167
SL,18362422,61350,OŠ Šmartno,14.44,1999/01/07,1999/01/08,V,460509,109937
SL,18362449,61360,OŠ Toneta Čufarja,0.5,1999/01/07,1999/01/08,V,461699,101516
SL,18362457,61370,OŠ Trnovo,0.89,1999/01/07,1999/01/08,V,461629,100296
SL,18362465,61380,OŠ Valentina Vodnika,0.41,1999/01/07,1999/01/08,V,459749,103867
SL,18362473,61410,OŠ Vižmarje-Brod,3.75,1999/01/07,1999/01/08,V,458529,108297
SL,18362481,61400,OŠ Vide Pregarc,1.09,1999/01/07,1999/01/08,V,463609,102406
SL,18362490,61390,OŠ Vič,9.99,1999/01/07,1999/01/08,V,459209,100797
SL,18362503,61420,OŠ Vodmat,0.53,1999/01/07,1999/01/08,V,463159,101806
SL,18362511,61430,OŠ Vrhovci,5.8,1999/01/07,1999/01/08,V,458009,100607
SL,18362520,61440,OŠ Zadobrova,7.66,1999/01/07,1999/01/08,V,466609,104036
SL,18362538,61450,OŠ Zalog,9.75,1999/01/07,1999/01/08,V,472059,103386
SL,18369605,21020,OŠ Polhov Gradec,48.98,1999/07/20,1999/07/20,V,446669,103187
SL,18369613,21021,OŠp Črni vrh,17.69,1999/07/20,1999/07/20,V,442699,105617
SL,18369621,21022,OŠp Šentjošt,18.36,1999/07/20,1999/07/20,V,440829,100597
SL,18369630,21010,OŠ Dobrova,32.56,1999/07/20,1999/07/20,V,454689,101667
SL,18369648,162010,OŠ Horjul,32.42,1999/07/20,1999/07/20,V,445659,98367
SL,18370166,8010,OŠ Brezovica pri Ljubljani,15.56,1999/09/01,1999/09/02,V,454229,97657
SL,18370174,8011,OŠp Notranje Gorice,13.1,1999/09/01,1999/09/02,V,453329,94287
SL,18370182,8020,OŠ Preserje,32.8,1999/09/01,1999/09/02,V,454249,91586
SL,18370204,8021,OŠp Jezero,8.65,1999/09/01,1999/09/02,V,454859,93076
SL,18370212,8022,OŠp Rakitna,21.06,1999/09/01,1999/09/02,V,456259,83316
SL,18370239,123010,OŠ Škofljica,23.58,1999/09/07,1999/09/10,V,466879,94286
SL,18370247,123012,OŠp Želimlje,8.35,1999/09/07,1999/09/10,V,466529,87236
SL,18370255,123011,OŠp Lavrica,11.67,1999/09/07,1999/09/10,V,465999,95246
SL,18374765,134010,OŠ Primoža Trubarja V. Lašče,32.65,1999/10/15,1999/10/15,V,472009,77116
SL,18374773,134011,OŠp  Karlovica,12.21,1999/10/15,1999/10/15,V,467628,73986
SL,18374781,134013,OŠp Turjak,15.28,1999/10/15,1999/10/15,V,469709,82096
SL,18374790,134012,OŠp Rob,43.04,1999/10/15,1999/10/15,V,465119,78946
SL,18418126,37010,OŠ Ig,29.45,2000/08/22,2000/08/24,V,463399,91346
SL,18418134,37011,OŠp Golo,28.44,2000/08/22,2000/08/24,V,464389,86486
SL,18418142,37012,OŠp Iška vas,17.65,2000/08/22,2000/08/24,V,462029,89186
SL,18418169,37013,OŠp Tomišelj,22.98,2000/08/22,2000/08/24,V,461549,95426
SL,18432161,71010,OŠ Medvode,4.07,2001/01/10,2001/01/11,V,454630,111308
SL,18432170,71020,OŠ Pirniče,9.28,2001/01/10,2001/01/11,V,455039,111887
SL,18432188,71030,OŠ Preska,21.15,2001/01/10,2001/01/11,V,454779,111107
SL,18432196,71031,OŠp Sora,9.06,2001/01/10,2001/01/11,V,453569,111517
SL,18432200,71032,OŠp Topol,16.93,2001/01/10,2001/01/11,V,450959,108537
SL,18432218,71040,OŠ Simona Jenka,17.17,2001/01/10,2001/01/11,V,456029,113867
SL,18458675,64010,"OŠ  "" 8. Talcev "" Logatec",27.99,1999/03/19,1999/03/19,V,440248,86607
SL,18458683,64011,Podružnična šola Laze,20.42,1999/03/19,1999/03/19,V,441778,80607
SL,18458691,64020,Osnovna šola Rovte,22.4,1999/03/19,1999/03/19,V,435889,94397
SL,18458705,64021,Podr. šola Vrh Sv.Treh Kraljev,8.47,1999/03/19,1999/03/19,V,435949,97267
SL,18458713,64030,Osnovna šola Tabor Logatec,42.25,1999/03/19,1999/03/19,V,437128,84207
SL,18458721,64031,Podružnična šola Hotedršica,34.94,1999/03/19,1999/03/19,V,433208,88007
SL,18458730,64032,Podruž. šola Rovtarske Žibrše,16.06,1999/03/19,1999/03/19,V,433119,92387
SL,18568977,65010,OŠ Heroja Janeza Hribarja,65.47,1999/02/12,1999/02/18,V,458708,64726
SL,18568993,65012,Podružnična šola Iga vas,101.35,1999/02/12,1999/02/18,V,460298,60196
SL,18569019,13010,OŠ Jožeta Krajca Rakek,7,1999/02/18,1999/02/18,V,446348,75546
SL,18569027,13011,Podružnična šola Unec,35.56,1999/02/18,1999/02/18,V,444648,75736
SL,18569035,13020,OŠ Notranjski odred Cerknica,31.16,1999/02/18,1999/02/18,V,450098,73146
SL,18569043,13021,Podruž. šola 11. maj Grahovo,68.49,1999/02/18,1999/02/18,V,455398,68836
SL,18569051,13022,Podruž. šola M.Gaspari Begunje,98.71,1999/02/18,1999/02/18,V,453328,78226
SL,18569060,150010,OŠ Tone Šraj Aljoša,75.08,1999/02/18,1999/02/18,V,461608,70416
SL,18680424,142010,OŠ Ivana Kavčiča Izlake,29.79,1999/03/22,1999/03/22,V,492090,113436
SL,18680432,142011,Podružnična šola Mlinše,16.17,1999/03/22,1999/03/22,V,488750,111816
SL,18680459,142020,OŠ Ivana Skvarče Zagorje,17.61,1999/03/22,1999/03/22,V,500590,110336
SL,18680467,142021,Podružnična šola Čemšenik,20.03,1999/03/22,1999/03/22,V,495670,115566
SL,18680475,142022,Podružnična šola Podkum,27.37,1999/03/22,1999/03/22,V,502850,103155
SL,18680483,142030,OŠ Toneta Okrogarja Zagorje,6.65,1999/03/22,1999/03/22,V,498610,110986
SL,18680491,142031,Podružnična šola Kisovec,6.09,1999/03/22,1999/03/22,V,496800,111216
SL,18680505,142032,Podružnična šola Šentlambert,23.46,2015/08/07,2015/08/07,V,494390,107916
SL,18680513,34010,OŠ N. H. Rajka Hrastnik,31.96,1999/03/22,1999/03/22,V,506650,112015
SL,18680521,34011,Podruž. šola Dol pri Hrastniku,26.62,1999/03/22,1999/03/22,V,510020,110605
SL,18680530,129010,OŠ Ivana Cankarja,4.1,1999/03/22,1999/03/22,V,504340,113405
SL,18680548,129020,OŠ Tončke Čeč,3.61,1999/03/22,1999/03/22,V,503790,112215
SL,18680556,129030,OŠ Trbovlje,21.02,1999/03/22,1999/03/22,V,500830,114486
SL,18680564,129031,Podruž. šola Alojza Hohkrauta,7.52,1999/03/22,1999/03/22,V,502690,111236
SL,18680572,129032,Podružnična šola Dobovec,21.88,1999/03/22,1999/03/22,V,504550,107895
SL,18789027,140010,OŠ Ivana Cankarja,49.85,1999/03/17,1999/03/18,V,445259,91637
SL,18789035,140020,OŠ Log Dragomer,11.05,1999/03/17,1999/03/18,V,449489,96387
SL,18789043,5010,OŠ Dr. Ivana Korošca,58.99,1999/03/17,1999/03/18,V,450679,86657
SL,18797976,140030,Osnovna šola Antona Martina Slomška Vrhnika,29.99,2001/08/13,2001/08/13,V,445469,92207
SL,18800195,140011,Podružnica Drenov Grič,6.5,2002/03/12,2002/03/19,V,447369,95417
SL,18800217,140021,Podružnica Bevke,13.19,2002/03/12,2002/03/19,V,448809,92647
SL,18904845,26010,OŠ Duplek,6.57,1998/12/01,1998/12/04,V,557310,152005
SL,18904853,26011,PŠ Dvorjane,8.24,1998/12/01,1998/12/04,V,558441,150584
SL,18904861,26012,PŠ Zg. Duplek,6.55,1998/12/01,1998/12/04,V,555862,153534
SL,18904870,26020,OŠ Korena,18.44,1998/12/01,1998/12/04,V,559782,153734
SL,18904888,115010,OŠ Starše,17.88,1998/12/01,1998/12/04,V,558308,147636
SL,18904896,115011,PŠ Marjeta na Dravskem polju,16.34,1998/12/01,1998/12/04,V,556551,146004
SL,18904900,58010,OŠ Lenart,36.32,1998/12/01,1998/12/04,V,563802,159754
SL,18904918,58040,OŠ Voličina,25.79,1998/12/01,1998/12/04,V,562462,155494
SL,18904926,58020,OŠ Sv. Trojica,25.88,1998/12/01,1998/12/04,V,567182,160134
SL,18904934,58030,OŠ Sv. Jurij,30.73,1998/12/01,1998/12/04,V,559722,163524
SL,18904942,148010,OŠ Benedikt,24.14,1998/12/01,1998/12/04,V,568311,163246
SL,18904969,153010,OŠ Cerkvenjak,24.49,1998/12/01,1998/12/04,V,572282,158914
SL,18904977,181010,OŠ Sv. Ana,30.74,1998/12/01,1998/12/04,V,564512,168054
SL,18904985,181011,PŠ Lokavec,6.45,1998/12/01,1998/12/04,V,561802,173054
SL,18904993,118010,OŠ Rudolfa Maistra,20.02,1998/12/01,1998/12/04,V,550282,170985
SL,18905019,118011,PŠ Ceršak,7.47,1998/12/01,1998/12/04,V,551152,173445
SL,18905027,118020,OŠ Sladki Vrh,16.83,1998/12/01,1998/12/04,V,556252,173174
SL,18905035,118021,PŠ Velka,20.69,1998/12/01,1998/12/04,V,558952,171054
SL,18905043,55010,OŠ Kungota,25.34,1998/12/01,1998/12/04,V,545932,167115
SL,18905051,55011,PŠ Sp. Kungota,7.43,1998/12/01,1998/12/04,V,549022,163335
SL,18905060,55012,PŠ Svečina,16.2,1998/12/01,1998/12/04,V,545332,170635
SL,18905078,108010,OŠ Janka Glazerja,60.82,1998/12/01,1998/12/04,V,539171,155545
SL,18905086,167010,OŠ Lovrenc na Pohorju,84.24,1998/12/01,1998/12/04,V,529482,155455
SL,18905094,178011,PŠ Gradišče na Kozjaku,6.92,1998/12/01,1998/12/04,V,532132,167485
SL,18905108,178012,PŠ Sv. Duh na Ostrem Vrhu,8.22,1998/12/01,1998/12/04,V,534782,163335
SL,18905116,178010,OŠ Selnica ob Dravi,49.31,1998/12/01,1998/12/04,V,537861,157235
SL,18905124,89010,OŠ Jakobski Dol,23.22,1998/12/01,1998/12/04,V,556322,165704
SL,18905132,89020,OŠ Kerenčičevih,16.16,1998/12/01,1998/12/04,V,551429,163585
SL,18905159,89021,PŠ Pernica,17.82,1998/12/01,1998/12/04,V,555682,160444
SL,18905167,89030,OŠ Marjan Bantan Stojan,18.69,1998/12/01,1998/12/04,V,553432,165724
SL,18905175,98010,OŠ Fram,28,1998/12/01,1998/12/04,V,548351,146485
SL,18905183,98020,OŠ Rače,23.31,1998/12/01,1998/12/04,V,552501,145515
SL,18907313,169010,OŠ Miklavž na Dravskem polju,4.96,1999/06/16,1999/06/16,V,553672,152024
SL,18907321,169011,PŠ Dobrovce,7.54,1999/06/16,1999/06/16,V,554271,149334
SL,18907631,160010,OŠ Dušana Flisa,20.37,1999/07/20,1999/07/20,V,549671,151305
SL,18907640,160011,PŠ Reka - Pohorje,17.2,1999/07/20,1999/07/20,V,545901,150545
SL,18907658,160020,OŠ Franca Lešnika - Vuka,16.11,1999/07/20,1999/07/20,V,550271,148545
SL,19012590,171010,OŠ Pohorskega bataljona Oplotnica,25.61,2000/02/10,2000/02/11,V,533731,138885
SL,19012603,171011,PŠ Kebelj,41.94,2000/02/10,2000/02/11,V,533751,142035
SL,19012611,171012,PŠ Prihova,9.8,2000/02/10,2000/02/11,V,537461,137005
SL,19013707,113010,OŠ Makole,38.73,2000/02/22,2000/02/22,V,551707,130998
SL,19013715,113020,OŠ Spodnja Polskava,14.66,2000/02/22,2000/02/22,V,549031,141265
SL,19013723,113021,PŠ Pragersko,7.21,2000/02/22,2000/02/22,V,551042,139486
SL,19013731,113022,PŠ Zgornja Polskava,11.04,2000/02/22,2000/02/22,V,546981,143355
SL,19013740,113030,OŠ Črešnjevec,19.02,2000/02/22,2000/02/22,V,547468,137166
SL,19013758,113040,OŠ Laporje,22.21,2000/02/22,2000/02/22,V,545731,133885
SL,19013766,113050,OŠ Tinje,36.61,2000/02/22,2000/02/22,V,538591,141865
SL,19013774,113060,Osnovna šola Pohorskega odreda Slovenska Bistrica,33.89,2019/02/22,2019/02/22,V,544693,140240
SL,19013782,113061,PŠ Zgornja Ložnica,13.12,2000/02/22,2000/02/22,V,539341,138885
SL,19013804,113070,OŠ Poljčane,36.84,2000/02/22,2000/02/22,V,544531,130875
SL,19013812,113080,OŠ Šmartno na Pohorju,47.65,2000/02/22,2000/02/22,V,542701,144855
SL,19013839,113999,skupni okoliš 113021 113030,3.57,2000/02/22,2000/02/22,V,550101,138265
SL,19033821,113090,2. Osnovna šola Slovenska Bistrica,6.04,2019/02/22,2019/02/22,V,543491,139445
SL,19119955,116010,OŠ SVETI JURIJ OB ŠČAVNICI,51.33,1999/03/30,1999/03/30,V,578222,159263
SL,19120155,29010,OSNOVNA ŠOLA APAČE,30.62,1999/08/30,1999/08/30,V,569362,173644
SL,19120163,29020,OŠ DR.ANTONA TRSTENJAKA NEGOVA,32.3,1999/08/30,1999/08/30,V,571782,163684
SL,19120171,29030,OŠ GORNJA RADGONA,27.92,1999/08/30,1999/08/30,V,575222,171833
SL,19120180,29031,PODRUŽNIČNA OŠ SP. ŠČAVNICA,14.35,1999/08/31,1999/08/31,V,571622,168184
SL,19120198,29040,OSNOVNA ŠOLA STOGOVCI,22.84,1999/08/30,1999/08/30,V,564342,173424
SL,19120201,100010,OSNOVNA ŠOLA KAPELA,23.89,1999/08/31,1999/08/31,V,582042,164003
SL,19120210,100020,OSNOVNA ŠOLA RADENCI,10.27,1999/08/31,1999/08/31,V,580012,167553
SL,19229386,59010,DVOJEZIČNA  OŠ I. LENDAVA,13.5,1999/01/26,1999/01/26,V,610921,160082
SL,19229394,59011,PODRUŽNIČNA OŠ GABERJE,20.86,2012/05/18,2012/05/18,V,608185,157439
SL,19229408,59012,PODRUŽNIČNA OŠ ČENTIBA,7.33,1998/12/16,1998/12/16,V,614071,157792
SL,19229416,59013,PODRUŽNIČNA OŠ  DOLINA,8.99,1998/12/16,1998/12/16,V,616791,155122
SL,19229424,59014,PODRUŽNIČNA OŠ PETIŠOVCI,25,1998/12/16,1998/12/16,V,611831,155716
SL,19229432,59020,DVOJEZIČNA OŠ GENTEROVCI,25.58,1998/12/16,1998/12/16,V,608152,163362
SL,19229459,59999,SK.OK. 059010 IN 059020,14.54,1999/01/26,1999/01/26,V,610771,161612
SL,19229467,156010,DOŠ DOBROVNIK,31.13,1998/12/16,1998/12/16,V,603322,169742
SL,19229475,89010,OŠ ODRANCI,6.93,1998/12/16,1998/12/16,V,598192,161663
SL,19229882,15010,OŠ BISTRICA,16.54,1999/10/07,1999/10/07,V,597631,158483
SL,19229904,15020,OŠ ČRENŠOVCI,17.11,1999/10/07,1999/10/07,V,599161,160263
SL,19235378,132010,OŠ TURNIŠČE,23.85,2000/02/29,2000/03/04,V,600706,165819
SL,19236919,47010,Osnovna šola Kobilje,19.73,2001/11/05,2001/11/05,V,606182,172982
SL,19246221,187010,OŠ Miška Kranjca Velika Polana,23.9,2003/10/09,2003/10/09,V,602282,162493
SL,19339718,63010,OŠ IVANA CANKARJA LJUTOMER,29.31,1999/07/02,1999/07/02,V,591801,154813
SL,19339726,63011,PODRUŽNIČNA OŠ CVEN,16.21,1999/07/02,1999/07/02,V,593311,156853
SL,19339734,63020,OŠ JANKA RIBIČA CEZANJEVCI,19.13,1999/07/02,1999/07/02,V,588331,154003
SL,19339742,63030,OŠ STROČJA VAS,13.94,1999/07/02,1999/07/02,V,594081,152893
SL,19339769,63040,OŠ MALA NEDELJA,28.55,1999/07/02,1999/07/02,V,580911,153953
SL,19339777,176010,OŠ RAZKRIŽJE,9.88,1999/07/06,1999/07/06,V,599801,154213
SL,19339785,116010,OŠ KRIŽEVCI,46.3,1999/07/06,1999/07/06,V,587181,158243
SL,19339793,188010,OŠ VERŽEJ,12.02,1999/07/06,1999/07/06,V,589372,161003
SL,19452484,80020,OSNOVNA ŠOLA II MURSKA SOBOTA,3.24,1998/11/17,1998/11/17,V,587732,169013
SL,19452492,80010,OSNOVNA ŠOLA I MURSKA SOBOTA,29.26,1998/11/17,1998/11/17,V,586992,170773
SL,19452506,80030,OSNOVNA ŠOLA III MURSKA SOBOTA,17.22,1998/11/17,1998/11/17,V,592065,168397
SL,19452514,80021,PODRUŽNIČNA OSNOVNA ŠOLA KROG,12.04,1998/11/17,1998/11/17,V,585549,166430
SL,19452522,80040,OSNOVNA ŠOLA BAKOVCI,8.95,1998/11/17,1998/11/17,V,587992,165053
SL,19452549,80041,PODRUŽNIČNA OŠ DOKLEŽOVJE,5.28,1998/11/17,1998/11/17,V,590322,162893
SL,19452557,80999,"SK.OK. 080010,080020,080030",0.85,1998/11/17,1998/11/17,V,587201,169221
SL,19452689,2010,OŠ BELTINCI,50.23,1999/01/12,1999/01/12,V,596992,166893
SL,19452824,56010,OŠ KUZMA,22.87,1999/02/11,1999/02/11,V,583273,189523
SL,19452913,31010,OŠ GORNJI PETROVCI,66.83,1999/03/09,1999/03/09,V,594773,187383
SL,19452921,78010,OŠ BOGOJINA,24.28,1999/03/09,1999/03/09,V,597972,171343
SL,19452930,78011,PODRUŽNIČNA OŠ TEŠANOVCI,20.95,1999/03/09,1999/03/09,V,594712,171863
SL,19452948,78020,OŠ FOKOVCI,54.21,1999/03/09,1999/03/09,V,595072,175763
SL,19453014,2011,PODRUŽNIČNA OŠ MELINCI,6.8,1999/03/31,1999/03/31,V,594215,160098
SL,19453049,78030,DVOJEZIČNA OŠ PROSENJAKOVCI,27.35,1999/03/30,1999/03/30,V,600152,178862
SL,19453057,78031,PODRUŽNIČNA OŠ  DOMANJŠEVCI,11.58,1999/03/30,1999/03/30,V,598312,183523
SL,19453065,78999,SK.OK. 078020 IN 097010,10.44,1999/03/30,1999/03/30,V,590592,175653
SL,19453073,33010,OŠ ŠALOVCI,15.35,1999/03/30,1999/03/30,V,598783,188043
SL,19453081,33011,PODRUŽNIČNA OŠ DOLENCI,13.9,1999/03/30,1999/03/30,V,595803,191903
SL,19453090,33012,PODRUŽNIČNA OŠ MARKOVCI,17.35,1999/03/30,1999/03/30,V,595093,190323
SL,19453103,78032,PODRUŽNIČNA OŠ HODOŠ,18.1,1999/03/30,1999/03/30,V,600413,189252
SL,19453111,97010,OŠ PUCONCI,34.33,1999/03/30,1999/03/30,V,588582,174613
SL,19453120,97011,PODRUŽNIČNA OŠ MAČKOVCI,33.51,1999/03/30,1999/03/30,V,588842,183353
SL,19453138,97012,PODRUŽNIČNA OŠ BODONCI,20.38,1999/03/30,1999/03/30,V,584912,178813
SL,19453146,97013,PODRUŽNIČNA OŠ BREZOVCI,19.75,1999/03/30,1999/03/30,V,585306,174778
SL,19453162,158010,OŠ GRAD,37.12,1999/04/06,1999/04/06,V,583613,186753
SL,19453189,10010,OŠ TIŠINA,27.54,1999/04/08,1999/05/06,V,584082,168733
SL,19453197,10011,PODRUŽNIČNA OŠ GEDEROVCI,11.26,1999/04/08,1999/05/06,V,580572,171643
SL,19453219,116010,OŠ SVETI JURIJ,11.68,1999/04/14,1999/04/14,V,576443,186043
SL,19453227,116011,PODRUŽNIČNA OŠ PERTOČA,16.18,1999/04/14,1999/04/14,V,576483,184563
SL,19453235,116012,PODRUŽNIČNA OŠ SERDICA,12.3,1999/04/14,1999/04/14,V,577303,188073
SL,19453294,152010,OŠ CANKOVA,30.55,1999/05/05,1999/05/05,V,577812,176023
SL,19558916,1010,OŠ Danila Lokarja Ajdovščina,23.83,1999/06/17,1999/06/17,V,414738,83647
SL,19558924,1051,Podružnična šola Budanje,7.64,2007/06/20,2007/06/20,V,417398,82337
SL,19558932,1012,Podružnična šola Lokavec,13.74,1999/06/17,1999/06/17,V,413118,85617
SL,19558959,1020,OŠ Col,37.18,1999/06/17,1999/06/17,V,422148,84127
SL,19558983,1021,Podružnična šola Podkraj,31.46,1999/06/17,1999/06/17,V,427098,80887
SL,19558991,1030,"OŠ Dobravlje, Pod.šola Skrilje",24.83,1999/06/17,1999/06/17,V,410688,84237
SL,19559017,1032,Podružnična šola Črniče,30.5,1999/06/17,1999/06/17,V,404748,85917
SL,19559041,1035,Podružnična šola Vipavski Križ,19.73,1999/06/17,1999/06/17,V,411359,82488
SL,19559050,1036,Podružnična šola Vrtovin,16.12,1999/06/17,1999/06/17,V,408458,85907
SL,19559068,1040,OŠ Otlica,41.78,1999/06/17,1999/06/17,V,414328,89657
SL,19559076,136010,OŠ Draga Bajca Vipava,58.22,1999/06/17,1999/06/17,V,419408,79157
SL,19559084,136011,Podružnična šola Goče,8.31,1999/06/17,1999/06/17,V,416388,76377
SL,19559092,136012,Podružnična šola Podnanos,28.11,1999/06/17,1999/06/17,V,420558,72797
SL,19559106,136013,Podružnična šola Vrhpolje,6.73,1999/06/17,1999/06/17,V,419458,81057
SL,19568911,1050,"OŠ Šturje, Ajdovščina",4.61,2007/06/20,2007/06/20,V,415278,83537
SL,19669033,36010,Osnovna šola Črni vrh,69.02,1999/01/21,1999/01/21,V,425948,87357
SL,19669041,36020,Osnovna šola Idrija,59.79,1999/01/21,1999/01/21,V,424258,96187
SL,19669050,36021,Podružnična šola Godovič,15.13,1999/01/21,1999/01/21,V,429478,90767
SL,19669068,36022,Podružnična šola Gore-Dole,19.08,1999/01/21,1999/01/21,V,428089,95587
SL,19669076,36023,Podružnična šola Vojsko,41.14,1999/01/21,1999/01/21,V,413528,97467
SL,19669084,36024,Podružnična šola Zavratec,5.2,1999/01/21,1999/01/21,V,432739,95047
SL,19669092,36030,Osnovna šola Spodnja Idrija,33.93,1999/01/21,1999/01/21,V,421348,101407
SL,19669106,36031,Podružnična šola Kanomlja,26.73,1999/01/21,1999/01/21,V,419088,98827
SL,19669114,36032,Podružnična šola Ledine,23.46,1999/01/21,1999/01/21,V,427549,100447
SL,19669122,36033,Podružnična šola Otalež,12.53,1999/01/21,1999/01/21,V,422078,104847
SL,19669149,14010,Osnovna šola Cerkno,85.07,1999/01/21,1999/01/21,V,422069,110327
SL,19669157,14011,Podružnična šola Novaki,15.28,1999/01/21,1999/01/21,V,425849,112897
SL,19669165,14012,Podružnična šola Orehek,6.89,1999/01/21,1999/01/21,V,418299,112177
SL,19669173,14013,Podružnična šola Šebrelje,11.89,1999/01/21,1999/01/21,V,416238,106277
SL,19781232,7011,POŠ Kojsko,21.91,1998/06/24,1998/06/24,V,389708,99358
SL,19781259,7010,Osnovna šola Dobrovo,50.07,1998/06/24,1998/06/24,V,386108,96508
SL,19781267,44010,Osnovna šola Deskle,38.47,1998/06/29,1998/06/29,V,390578,101188
SL,19781275,44021,POŠ Kal nad Kanalom,20.34,1998/06/29,1998/06/29,V,400728,105138
SL,19781283,44022,POŠ Levpa,10.02,1998/06/29,1998/06/29,V,399748,106588
SL,19781291,44023,POŠ Ročinj,25.89,1998/06/29,1998/06/29,V,398658,109238
SL,19781305,44020,Osnovna šola Kanal,51.75,1998/06/29,1998/06/29,V,395428,107858
SL,19782026,84010,Osnovna šola Branik,21.18,1998/10/26,1998/10/27,V,403588,81737
SL,19782034,84020,Osnovna šola Dornberk,11.75,1998/10/26,1998/10/27,V,402128,84087
SL,19782042,84021,POŠ Prvačina,4.58,1998/10/26,1998/10/27,V,399478,84967
SL,19782069,84040,OŠ Frana Erjavca Nova Gorica,27.91,1998/10/26,1998/10/27,V,394808,91407
SL,19782077,84050,OŠ Šempeter pri Gorici,6.72,1998/10/26,1998/10/27,V,395858,87937
SL,19782085,84051,POŠ Vogrsko,9.24,1998/10/26,1998/10/27,V,399648,88097
SL,19782093,84052,POŠ Vrtojba,8.26,1998/10/26,1998/10/27,V,394708,86657
SL,19782107,84060,OŠ Renče,17.31,1998/10/26,1998/10/27,V,399448,83657
SL,19782115,84061,POŠ Bukovica,4.15,1998/10/26,1998/10/27,V,395828,84987
SL,19782123,84070,OŠ Milojke Štrukelj,1.24,1998/10/26,1998/10/27,V,394828,91567
SL,19782140,84080,OŠ Solkan,8.55,1998/10/26,1998/10/27,V,393328,96907
SL,19782158,84081,POŠ Grgar,64.19,1998/10/26,1998/10/27,V,400558,100967
SL,19782166,84082,POŠ Trnovo,64.15,1998/10/26,1998/10/27,V,407548,101637
SL,19782174,84090,OŠ Šempas,34.85,1998/10/26,1998/10/27,V,404108,88627
SL,19782379,84030,Osnovna šola Čepovan,39.89,1999/01/14,1999/01/14,V,404468,98677
SL,19782590,75010,Osnovna šola Miren pri Gorici,6.59,1999/03/29,1999/03/29,V,391918,84977
SL,19782603,75011,Podružnična šola Bilje,2.18,1999/03/29,1999/03/29,V,393498,84607
SL,19782611,75012,Podružnična šola Kostanjevica,54,1999/03/29,1999/03/29,V,391598,81087
SL,19888550,84030,Osnovna šola Čepovan,2.34,1999/01/12,1999/01/13,V,406488,108867
SL,19888592,6010,OŠ Bovec,172.69,1999/03/10,1999/03/10,V,388448,134028
SL,19888606,6011,Podružnična šola Soča,154.78,1999/03/10,1999/03/10,V,397599,134488
SL,19888614,6012,Podružnična šola Žaga,40,1999/03/10,1999/03/10,V,382768,130188
SL,19888622,128010,OŠ Dušana Muniha Most na Soči,38.66,1999/03/10,1999/03/10,V,404749,112489
SL,19888649,128011,Podruž. šola Dolenja Trebuša,54.01,1999/03/10,1999/03/10,V,409518,105602
SL,19888665,128013,Podružnična šola Podmelec,43.73,1999/03/10,1999/03/10,V,408558,116038
SL,19888673,128014,Podruž. šola Šentviška Gora,29.24,1999/03/10,1999/03/10,V,409678,109857
SL,19888681,128020,OŠ Franceta Bevka Tolmin,90.24,1999/03/10,1999/03/10,V,403748,119218
SL,19888690,128021,Podružnična šola Kamno,15.16,1999/03/10,1999/03/10,V,394908,120238
SL,19888703,128022,Podruž. šola A. Majnika Volče,30.02,1999/03/10,1999/03/10,V,400358,114508
SL,19888711,128030,OŠ Simona Kosa Podbrdo,78.86,1999/03/10,1999/03/10,V,417689,118088
SL,19892808,46010,OŠ Simona Gregorčiča Kobarid,54.16,2000/02/21,2000/03/02,V,390348,123948
SL,19892824,46011,Podružnična šola Breginj,52.38,2000/02/21,2000/03/02,V,382758,125148
SL,19892832,46012,Podružnična šola Drežnica,36.29,2000/02/21,2000/03/02,V,391498,126518
SL,19892859,46013,Podružnična šola Livek,11.35,2000/02/21,2000/03/02,V,391098,118608
