ENOTA,NA_MID,NA_ID,NA_UIME,NA_DJ,OB_MID,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
NA,10096804,29,Spodnji Vrsnik,,11026893,1.56,1995/01/01,1995/01/01,V,430279,98007
NA,10096812,30,Srednja Kanomlja,,11026893,7.54,1995/01/01,1995/01/01,V,421743,98692
NA,10096839,24,Straža,,11026656,6.08,1995/01/01,1995/01/01,V,419228,107217
NA,10096847,31,Strmec,,11026893,2.88,1995/01/01,1995/01/01,V,424258,85877
NA,10096855,25,Šebrelje,,11026656,11.89,1995/01/01,1995/01/01,V,416238,106277
NA,10096863,26,Trebenče,,11026656,1.05,1995/01/01,1995/01/01,V,421609,112017
NA,10096871,32,Vojsko,,11026893,41.14,1995/01/01,1995/01/01,V,415098,98787
NA,10096880,33,Zadlog,,11026893,11.67,1995/01/01,1995/01/01,V,423138,88997
NA,10096898,27,Zakojca,,11026656,7.51,1995/01/01,1995/01/01,V,417199,114527
NA,10096901,28,Zakriž,,11026656,3.66,1995/01/01,1995/01/01,V,420359,111207
NA,10096910,34,Zavratec,,11026893,3.76,1995/01/01,1995/01/01,V,432739,95047
NA,10096928,35,Žirovnica,,11026893,1.55,1995/01/01,1995/01/01,V,429479,97577
NA,10096936,1,Bač,,11027717,26.55,1995/01/01,1995/01/01,V,442498,54886
NA,10096944,2,Brce,,11027717,1.53,1995/01/01,1995/01/01,V,436688,48536
NA,10096952,3,Čelje,,11027717,5.48,1995/01/01,1995/01/01,V,435028,49256
NA,10096979,4,Dobropolje,,11027717,1.37,2006/06/01,2006/06/01,V,438728,47256
NA,10096987,5,Dolenje pri Jelšanah,,11027717,6.96,1995/01/01,1995/01/01,V,442708,40926
NA,10096995,6,Dolnja Bitnja,,11027717,1.7,1995/01/01,1995/01/01,V,436508,52516
NA,10097002,7,Dolnji Zemon,,11027717,5.35,1995/01/01,1995/01/01,V,442398,45486
NA,10097029,8,Fabci,,11027717,1.3,1995/01/01,1995/01/01,V,447988,40046
NA,10097037,9,Gabrk,,11027717,1.68,1995/01/01,1995/01/01,V,430868,49536
NA,10097045,10,Gornja Bitnja,,11027717,1.13,1995/01/01,1995/01/01,V,437318,51836
NA,10097053,11,Gornji Zemon,,11027717,5.24,1995/01/01,1995/01/01,V,443908,44086
NA,10097061,12,Harije,,11027717,4.21,1995/01/01,1995/01/01,V,437528,46326
NA,10097070,13,Hrušica,,11027717,11.96,1995/01/01,1995/01/01,V,431378,44866
NA,10097088,14,Huje,,11027717,2.77,1995/01/01,1995/01/01,V,431588,49086
NA,10097096,15,Ilirska Bistrica,,11027717,34.78,1995/01/01,1995/01/01,V,441668,47826
NA,10097100,16,Jablanica,,11027717,6.85,1995/01/01,1995/01/01,V,445248,44656
NA,10097118,17,Janeževo Brdo,,11027717,2.48,1995/01/01,1995/01/01,V,433928,52546
NA,10097126,18,Jasen,,11027717,2.26,1995/01/01,1995/01/01,V,442288,46676
NA,10097134,19,Jelšane,,11027717,6.34,1995/01/01,1995/01/01,V,443058,40316
NA,10097142,20,Kilovče,,11027717,1.59,1995/01/01,1995/01/01,V,436568,53666
NA,10097169,21,Knežak,,11027717,12,1995/01/01,1995/01/01,V,440668,54286
NA,10097177,22,Koritnice,,11027717,37.51,1995/01/01,1995/01/01,V,444318,53586
NA,10097185,23,Koseze,,11027717,2.17,1995/01/01,1995/01/01,V,440798,46136
NA,10097193,24,Kuteževo,,11027717,13.24,1995/01/01,1995/01/01,V,447758,43586
NA,10097207,25,Mala Bukovica,,11027717,3.72,1995/01/01,1995/01/01,V,440848,44016
NA,10097215,26,Male Loče,,11027717,2.29,1995/01/01,1995/01/01,V,430318,45536
NA,10097223,27,Mereče,,11027717,2.35,1995/01/01,1995/01/01,V,438588,51876
NA,10097231,28,Nova vas pri Jelšanah,,11027717,4.41,1995/01/01,1995/01/01,V,445108,40816
NA,10097240,29,Novokračine,,11027717,4.63,1995/01/01,1995/01/01,V,445958,39426
NA,10097258,30,Ostrožno Brdo,,11027717,9.33,1995/01/01,1995/01/01,V,431718,53746
NA,10097266,31,Pavlica,,11027717,0.74,1995/01/01,1995/01/01,V,437528,42736
NA,10097274,32,Podbeže,,11027717,5.59,1995/01/01,1995/01/01,V,433828,45536
NA,10097282,33,Podgrad,,11027717,12.24,1995/01/01,1995/01/01,V,433041,42842
NA,10097304,34,Podgraje,,11027717,7.66,1995/01/01,1995/01/01,V,448838,42976
NA,10097312,35,Podstenje,,11027717,1.98,1995/01/01,1995/01/01,V,439228,51306
NA,10097339,36,Podstenjšek,,11027717,0.57,1995/01/01,1995/01/01,V,438838,51656
NA,10097347,37,Podtabor,,11027717,1.02,1995/01/01,1995/01/01,V,439798,52116
NA,10097355,38,Pregarje,,11027717,7.87,1995/01/01,1995/01/01,V,432678,49106
NA,10097363,39,Prelože,,11027717,3.81,1995/01/01,1995/01/01,V,432298,51756
NA,10097371,40,Prem,,11027717,3.2,1995/01/01,1995/01/01,V,436298,51956
NA,10097380,41,Račice,,11027717,11.98,1995/01/01,1995/01/01,V,434488,41836
NA,10097398,42,Ratečevo Brdo,,11027717,3.04,1995/01/01,1995/01/01,V,437918,53486
NA,10097401,43,Rečica,,11027717,0.58,1995/01/01,1995/01/01,V,439538,48216
NA,10097410,44,Rjavče,,11027717,4.05,1995/01/01,1995/01/01,V,430068,50366
NA,10097428,45,Sabonje,,11027717,6.12,1995/01/01,1995/01/01,V,436138,44196
NA,10097436,46,Smrje,,11027717,5.09,1995/01/01,1995/01/01,V,436598,50796
NA,10097444,48,Soze,,11027717,1.06,1995/01/01,1995/01/01,V,437848,44566
NA,10097452,49,Starod,,11027717,11.56,1995/01/01,1995/01/01,V,437088,40206
NA,10097479,50,Studena Gora,,11027717,1.72,1995/01/01,1995/01/01,V,438278,43156
NA,10097487,51,Sušak,,11027717,4.93,1995/01/01,1995/01/01,V,447428,38786
NA,10097495,52,Šembije,,11027717,10.85,1995/01/01,1995/01/01,V,440498,51756
NA,10097509,53,Tominje,,11027717,4.02,1995/01/01,1995/01/01,V,435508,47366
NA,10097517,54,Topolc,,11027717,3.58,1995/01/01,1995/01/01,V,438808,49686
NA,10097525,55,Trpčane,,11027717,4.5,1995/01/01,1995/01/01,V,446928,43136
NA,10097533,56,Velika Bukovica,,11027717,4.28,1995/01/01,1995/01/01,V,439448,45296
NA,10097541,57,Veliko Brdo,,11027717,7.09,1995/01/01,1995/01/01,V,439118,41996
NA,10097550,58,Vrbica,,11027717,1.93,1995/01/01,1995/01/01,V,444208,45286
NA,10097568,59,Vrbovo,,11027717,5.51,1995/01/01,1995/01/01,V,443576,46120
NA,10097576,60,Zabiče,,11027717,18.01,1995/01/01,1995/01/01,V,448833,41970
NA,10097584,61,Zajelšje,,11027717,2.23,1995/01/01,1995/01/01,V,434298,47416
NA,10097592,62,Zarečica,,11027717,1.77,1995/01/01,1995/01/01,V,439398,46766
NA,10097606,63,Zarečje,,11027717,2.91,1995/01/01,1995/01/01,V,438298,48516
NA,10097614,47,Snežnik,,11027717,95.01,1995/01/01,1995/01/01,V,456835,50065
NA,10097622,1,Baredi,,11026923,2.45,1995/01/01,1995/01/01,V,396497,42827
NA,10097649,3,Dobrava,Dobrava presso Isola,11026923,1.74,2005/05/05,2005/05/06,V,393177,44387
NA,10097657,6,Korte,,11026923,4.94,1995/01/01,1995/01/01,V,394997,39647
NA,10097665,4,Izola,Isola,11026923,7.46,1995/01/01,1995/01/01,V,395487,45087
NA,10097673,5,Jagodje,Jagodje,11026923,3.5,1995/01/01,1995/01/01,V,394327,44037
NA,10097681,7,Malija,,11026923,1.55,1995/01/01,1995/01/01,V,393517,41327
NA,10097690,8,Šared,,11026923,4.72,1995/01/01,1995/01/01,V,394707,42487
NA,10097703,2,Cetore,,11026923,1.61,1995/01/01,1995/01/01,V,394367,41117
NA,10097711,1,Belca,,11027792,13.86,1995/01/01,1995/01/01,V,416359,148968
NA,10097720,1,Blejska Dobrava,,11027725,3.75,1995/01/01,1995/01/01,V,430410,141838
NA,10097738,1,Breg,,21428116,1.65,1998/11/22,1998/11/27,V,432740,139698
NA,10097746,2,Breznica,,21428116,0.64,1998/11/22,1998/11/27,V,434910,140088
NA,10097754,3,Doslovče,,21428116,18.35,1998/11/22,1998/11/27,V,435590,139678
NA,10097762,2,Dovje,,11027792,27.11,1995/01/01,1995/01/01,V,419379,148078
NA,10097789,3,Gozd Martuljek,,11027792,42.89,1995/01/01,1995/01/01,V,409879,150308
NA,10097797,5,Hrušica,,11027725,9.74,1995/01/01,1995/01/01,V,424167,145671
NA,10097819,6,Javorniški Rovt,,11027725,5.81,1995/01/01,1995/01/01,V,430240,146358
NA,10097827,7,Jesenice,,11027725,8.54,1995/01/01,1995/01/01,V,427780,144528
NA,10097835,8,Kočna,,11027725,1.29,1995/01/01,1995/01/01,V,429300,142088
NA,10097843,4,Kranjska Gora,,11027792,44.66,1995/01/01,1995/01/01,V,406879,150238
NA,10097851,9,Lipce,,11027725,0.68,1995/01/01,1995/01/01,V,430210,142408
NA,10097860,5,Log,,11027792,2.41,1995/01/01,1995/01/01,V,408349,150388
NA,10097878,6,Mojstrana,,11027792,62.68,1995/01/01,1995/01/01,V,418189,147358
NA,10097886,4,Moste,,21428116,9.57,1998/11/22,1998/11/27,V,433290,141238
NA,10097894,11,Planina pod Golico,,11027725,11.31,1995/01/01,1995/01/01,V,427090,147788
NA,10097908,12,Plavški Rovt,,11027725,4.06,1995/01/01,1995/01/01,V,425830,146388
NA,10097916,13,Podkočna,,11027725,2.34,1995/01/01,1995/01/01,V,429490,142958
NA,10097924,7,Podkoren,,11027792,13.66,1995/01/01,1995/01/01,V,404509,151339
NA,10097932,14,Potoki,,11027725,3.88,1995/01/01,1995/01/01,V,432200,142288
NA,10097959,8,Rateče,,11027792,26.53,1995/01/01,1995/01/01,V,401221,151565
NA,10097967,5,Rodine,,21428116,1.81,1998/11/22,1998/11/27,V,436631,138639
NA,10097975,6,Selo pri Žirovnici,,21428116,0.41,1998/11/22,1998/11/27,V,434100,140308
NA,10097983,7,Smokuč,,21428116,1.54,1998/11/22,1998/11/27,V,435610,138608
NA,10097991,9,Srednji Vrh,,11027792,14.95,1995/01/01,1995/01/01,V,410689,150738
NA,10098009,8,Vrba,,21428116,3.78,1998/11/22,1998/11/27,V,434381,139099
NA,10098017,9,Zabreznica,,21428116,4.28,1998/11/22,1998/11/27,V,434560,140098
NA,10098025,10,Zgornja Radovna,,11027792,7.68,1995/01/01,1995/01/01,V,417699,144058
NA,10098033,10,Žirovnica,,21428116,0.53,1998/11/22,1998/11/27,V,433720,140858
NA,10098041,15,Prihodi,,11027725,5.66,1995/01/01,1995/01/01,V,426310,146368
NA,10098050,1,Bela,,11027733,5.54,1995/01/01,1995/01/01,V,489150,119336
NA,10098068,2,Bela Peč,,11027733,1.95,1995/01/01,1995/01/01,V,478350,122906
NA,10098076,3,Bistričica,,11027733,0.93,1995/01/01,1995/01/01,V,468110,125317
NA,10098084,1,Breg pri Komendi,,21427802,1.35,1998/11/22,1998/11/27,V,463110,119107
NA,10098092,5,Brezje nad Kamnikom,,11027733,1.34,1995/01/01,1995/01/01,V,470871,124488
NA,10098106,6,Briše,,11027733,1.18,1995/01/01,1995/01/01,V,472590,122937
NA,10098114,7,Buč,,11027733,1.54,1995/01/01,1995/01/01,V,478540,119666
NA,10098122,8,Cirkuše v Tuhinju,,11027733,0.44,1995/01/01,1995/01/01,V,483650,119756
NA,10098149,9,Češnjice v Tuhinju,,11027733,6.54,1995/01/01,1995/01/01,V,485710,120606
NA,10098157,10,Črna pri Kamniku,,11027733,1.73,1995/01/01,1995/01/01,V,471000,125657
NA,10098165,11,Črni Vrh v Tuhinju,,11027733,0.78,1995/01/01,1995/01/01,V,484490,119916
NA,10098173,17,Skomarje,,11027687,7.78,1998/05/26,1998/06/12,V,526171,141515
NA,10098181,12,Gabrovnica,,11027733,1.31,1995/01/01,1995/01/01,V,481450,117116
NA,10098190,2,Gmajnica,,21427802,0.27,1998/11/22,1998/11/27,V,464880,118817
NA,10098203,14,Godič,,11027733,1.96,1995/01/01,1995/01/01,V,469630,124767
NA,10098211,15,Golice,,11027733,4.31,1995/01/01,1995/01/01,V,483780,120336
NA,10098220,3,Gora pri Komendi,,21427802,1.54,1998/11/22,1998/11/27,V,465290,118637
NA,10098238,17,Gozd,,11027733,3.44,1995/01/01,1995/01/01,V,473410,124187
NA,10098246,18,Gradišče v Tuhinju,,11027733,2.19,1995/01/01,1995/01/01,V,479350,121186
NA,10098254,19,Hrib pri Kamniku,,11027733,0.9,1995/01/01,1995/01/01,V,473450,122136
NA,10098262,20,Hruševka,,11027733,0.88,1995/01/01,1995/01/01,V,478630,121236
NA,10098289,21,Jeranovo,,11027733,0.22,1995/01/01,1995/01/01,V,469870,122297
NA,10098297,22,Kališe,,11027733,1.6,1995/01/01,1995/01/01,V,475700,125056
NA,10098319,23,Kamnik,,11027733,9.06,1995/01/01,1995/01/01,V,469980,120777
NA,10098327,24,Kamniška Bistrica,,11027733,64.03,1995/01/01,1995/01/01,V,468480,131967
NA,10098335,4,Klanec,,21427802,1.73,1998/11/22,1998/11/27,V,463830,119317
NA,10098343,26,Klemenčevo,,11027733,3.86,1995/01/01,1995/01/01,V,466540,126407
NA,10098351,5,Komenda,,21427802,2.44,1998/11/22,1998/11/27,V,464430,118717
NA,10098360,6,Komendska Dobrava,,21427802,2.82,1998/11/22,1998/11/27,V,464980,121337
NA,10098378,29,Kostanj,,11027733,0.8,1995/01/01,1995/01/01,V,480140,120896
NA,10098386,30,Košiše,,11027733,1.77,1995/01/01,1995/01/01,V,468480,122557
NA,10098394,31,Kregarjevo,,11027733,0.37,1995/01/01,1995/01/01,V,468510,124987
NA,10098408,32,Krivčevo,,11027733,2.91,1995/01/01,1995/01/01,V,474590,125096
NA,10098416,7,Križ,,21427802,2.27,1998/11/22,1998/11/27,V,466430,117787
NA,10098424,34,Kršič,,11027733,0.51,1995/01/01,1995/01/01,V,470270,123717
NA,10098432,35,Laniše,,11027733,1.83,1995/01/01,1995/01/01,V,467290,123767
NA,10098459,36,Laseno,,11027733,1.07,1995/01/01,1995/01/01,V,481280,117966
NA,10098467,37,Laze v Tuhinju,,11027733,1.39,1995/01/01,1995/01/01,V,481510,119926
NA,10098475,38,Liplje,,11027733,2.24,1995/01/01,1995/01/01,V,483930,119086
NA,10098483,39,Loke v Tuhinju,,11027733,1.75,1995/01/01,1995/01/01,V,476240,120566
NA,10098491,40,Mali Hrib,,11027733,0.95,1995/01/01,1995/01/01,V,482340,119646
NA,10098505,41,Mali Rakitovec,,11027733,1.12,1995/01/01,1995/01/01,V,482700,117576
NA,10098513,42,Markovo,,11027733,1.01,1995/01/01,1995/01/01,V,475030,122336
NA,10098521,43,Mekinje,,11027733,1.24,1995/01/01,1995/01/01,V,470120,121897
NA,10098530,8,Mlaka,,21427802,1.27,1998/11/22,1998/11/27,V,465300,119247
NA,10098548,9,Moste,,21427802,1.63,1998/11/22,1998/11/27,V,465169,117127
NA,10098556,46,Motnik,,11027733,2.27,1995/01/01,1995/01/01,V,491550,119606
NA,10098564,10,Nasovče,,21427802,1.33,1998/11/22,1998/11/27,V,462590,119007
NA,10098572,48,Nevlje,,11027733,0.38,1995/01/01,1995/01/01,V,471120,121357
NA,10098599,49,Okrog pri Motniku,,11027733,9.85,1995/01/01,1995/01/01,V,487050,120856
NA,10098602,50,Okroglo,,11027733,1.43,1995/01/01,1995/01/01,V,468150,125887
NA,10098629,51,Oševek,,11027733,0.8,1995/01/01,1995/01/01,V,471280,122007
NA,10098637,52,Pirševo,,11027733,0.96,1995/01/01,1995/01/01,V,477410,120586
NA,10098645,11,Podboršt pri Komendi,,21427802,0.36,1998/11/22,1998/11/27,V,464760,119347
NA,10098653,54,Podbreg,,11027733,0.2,1995/01/01,1995/01/01,V,478820,121776
NA,10098661,55,Podgorje,,11027733,6.46,1995/01/01,1995/01/01,V,468470,119817
NA,10098670,56,Podhruška,,11027733,0.82,1995/01/01,1995/01/01,V,474780,120766
NA,10098688,57,Podjelše,,11027733,0.35,1995/01/01,1995/01/01,V,470250,123087
NA,10098696,58,Podlom,,11027733,0.88,1995/01/01,1995/01/01,V,476330,124646
NA,10098700,59,Podstudenec,,11027733,1.39,1995/01/01,1995/01/01,V,473370,124657
NA,10098718,60,Poljana,,11027733,0.43,1995/01/01,1995/01/01,V,477560,123886
NA,10098726,61,Poreber,,11027733,0.86,1995/01/01,1995/01/01,V,474280,121776
NA,10098734,62,Potok,,11027733,0.42,1995/01/01,1995/01/01,V,476730,120016
NA,10098742,12,Potok pri Komendi,,21427802,0.45,1998/11/22,1998/11/27,V,463590,118757
NA,10098769,64,Potok v Črni,,11027733,1.69,1995/01/01,1995/01/01,V,472060,125117
NA,10098777,65,Praproče v Tuhinju,,11027733,1.19,1995/01/01,1995/01/01,V,478260,121906
NA,10098785,66,Pšajnovica,,11027733,0.9,1995/01/01,1995/01/01,V,480610,118216
NA,10098793,67,Ravne pri Šmartnem,,11027733,3.95,1995/01/01,1995/01/01,V,479490,123116
NA,10098807,68,Rožično,,11027733,0.65,1995/01/01,1995/01/01,V,475440,122176
NA,10098815,69,Rudnik pri Radomljah,,11027733,2.7,1995/01/01,1995/01/01,V,471240,117626
NA,10098823,70,Sela pri Kamniku,,11027733,0.78,1995/01/01,1995/01/01,V,475810,122096
NA,10098831,71,Sidol,,11027733,2.52,1995/01/01,1995/01/01,V,478420,119006
NA,10098840,72,Smrečje v Črni,,11027733,0.86,1995/01/01,1995/01/01,V,474760,124606
NA,10098858,73,Snovik,,11027733,0.64,1995/01/01,1995/01/01,V,477630,121516
NA,10098866,75,Sovinja Peč,,11027733,1.27,1995/01/01,1995/01/01,V,476910,124006
NA,10098874,76,Spodnje Palovče,,11027733,1.81,1995/01/01,1995/01/01,V,473990,118966
NA,10098882,77,Spodnje Stranje,,11027733,0.47,1995/01/01,1995/01/01,V,469110,123557
NA,10098904,78,Srednja vas pri Kamniku,,11027733,1.56,1995/01/01,1995/01/01,V,475390,120746
NA,10098912,79,Stahovica,,11027733,1.89,1995/01/01,1995/01/01,V,469690,125807
NA,10098939,80,Stara sela,,11027733,2.53,1995/01/01,1995/01/01,V,480890,120706
NA,10098947,81,Stebljevek,,11027733,1.27,1995/01/01,1995/01/01,V,480290,119616
NA,10098955,82,Stolnik,,11027733,1.35,1995/01/01,1995/01/01,V,468340,123507
NA,10098963,83,Studenca,,11027733,1.64,1995/01/01,1995/01/01,V,475280,123016
NA,10098971,13,Suhadole,,21427802,4.13,1998/11/22,1998/11/27,V,465119,116287
NA,10098980,85,Šmarca,,11027733,1.7,1995/01/01,1995/01/01,V,468850,117567
NA,10098998,86,Šmartno v Tuhinju,,11027733,1.75,1995/01/01,1995/01/01,V,479230,119486
NA,10099005,87,Špitalič,,11027733,7.85,1995/01/01,1995/01/01,V,488010,119786
NA,10099013,88,Trebelno pri Palovčah,,11027733,0.35,1995/01/01,1995/01/01,V,473100,118936
NA,10099021,89,Trobelno,,11027733,1.18,1995/01/01,1995/01/01,V,476980,123106
NA,10099030,90,Tučna,,11027733,0.98,1995/01/01,1995/01/01,V,472010,123237
NA,10099048,91,Tunjice,,11027733,3.62,1995/01/01,1995/01/01,V,467120,121717
NA,10099056,92,Tunjiška Mlaka,,11027733,1.61,1995/01/01,1995/01/01,V,468060,121717
NA,10099064,93,Vaseno,,11027733,0.59,1995/01/01,1995/01/01,V,477110,119566
NA,10099072,94,Velika Lašna,,11027733,3.89,1995/01/01,1995/01/01,V,476190,118186
NA,10099099,96,Veliki Hrib,,11027733,1.5,1995/01/01,1995/01/01,V,482980,119696
NA,10099102,97,Veliki Rakitovec,,11027733,1.67,1995/01/01,1995/01/01,V,483080,117766
NA,10099129,98,Vir pri Nevljah,,11027733,0.74,1995/01/01,1995/01/01,V,474230,120976
NA,10099137,99,Vodice nad Kamnikom,,11027733,1.4,1995/01/01,1995/01/01,V,471390,124087
NA,10099145,100,Volčji Potok,,11027733,3.66,1995/01/01,1995/01/01,V,469800,116606
NA,10099153,101,Vranja Peč,,11027733,0.94,1995/01/01,1995/01/01,V,474660,119036
NA,10099161,102,Vrhpolje pri Kamniku,,11027733,0.94,1995/01/01,1995/01/01,V,471570,121207
NA,10099170,103,Zagorica nad Kamnikom,,11027733,0.39,1995/01/01,1995/01/01,V,469270,124617
NA,10099188,104,Zajasovnik - del,,11027733,1.43,1995/01/01,1995/01/01,V,492460,118766
NA,10099196,105,Zakal,,11027733,1.98,1995/01/01,1995/01/01,V,467400,124987
NA,10099200,106,Zavrh pri Črnivcu,,11027733,0.63,1995/01/01,1995/01/01,V,475310,124766
NA,10099218,107,Zduša,,11027733,1.42,1995/01/01,1995/01/01,V,469960,122737
NA,10099226,108,Zgornje Palovče,,11027733,2,1995/01/01,1995/01/01,V,472930,119286
NA,10099234,109,Zgornje Stranje,,11027733,0.74,1995/01/01,1995/01/01,V,469210,124127
NA,10099242,110,Zgornji Motnik,,11027733,4.64,1995/01/01,1995/01/01,V,492510,120026
NA,10099269,111,Zgornji Tuhinj,,11027733,7.66,1995/01/01,1995/01/01,V,482230,120856
NA,10099277,112,Znojile,,11027733,0.43,1995/01/01,1995/01/01,V,476150,121986
NA,10099285,113,Žaga,,11027733,6.95,1995/01/01,1995/01/01,V,473780,127467
NA,10099293,14,Žeje pri Komendi,,21427802,1.52,1998/11/22,1998/11/27,V,464189,117087
NA,10099307,115,Žubejevo,,11027733,0.7,1995/01/01,1995/01/01,V,476890,122156
NA,10099315,116,Županje Njive,,11027733,2.55,1995/01/01,1995/01/01,V,469000,125547
NA,10099323,74,Soteska,,11027733,2.29,1995/01/01,1995/01/01,V,473250,121436
NA,10099331,95,Velika Planina,,11027733,5.61,1995/01/01,1995/01/01,V,472631,129118
NA,10099340,1,Ajbelj,,21427829,1.98,1998/11/22,1998/11/27,V,488668,43615
NA,10099358,2,Banja loka,,21427829,3.71,2000/01/12,2000/01/12,V,490148,41375
NA,10099366,1,Belica,,11027989,1.93,1995/01/01,1995/01/01,V,477258,47626
NA,10099374,2,Bezgarji,,11027989,2.54,1995/01/01,1995/01/01,V,477138,46926
NA,10099382,3,Bezgovica,,11027989,3.46,1995/01/01,1995/01/01,V,477198,45606
NA,10099404,3,Borovec pri Kočevski Reki,,11026966,21.29,1995/01/01,1995/01/01,V,483168,45186
NA,10099412,4,Bosljiva Loka,,11027989,5.05,1995/01/01,1995/01/01,V,481788,41486
NA,10099439,4,Breg pri Kočevju,,11026966,0.82,1995/01/01,1995/01/01,V,487328,57586
NA,10099447,5,Brezovica pri Predgradu,,11026966,5.36,1995/01/01,1995/01/01,V,503428,45145
NA,10099455,3,Briga,,21427829,1.26,1998/11/22,1998/11/27,V,488968,42185
NA,10099463,4,Brsnik,,21427829,0.34,1998/11/22,1998/11/27,V,492998,39925
NA,10099471,8,Bukova Gora,,11026966,2.84,1995/01/01,1995/01/01,V,504628,48785
NA,10099480,5,Colnarji,,21427829,0.54,1998/11/22,1998/11/27,V,491708,39765
NA,10099498,10,Cvišlerji,,11026966,6.96,1995/01/01,1995/01/01,V,491728,55516
NA,10099501,11,Čeplje,,11026966,2.51,1995/01/01,1995/01/01,V,503568,44335
NA,10099510,3,Četež pri Strugah,,11026737,1.44,1995/01/01,1995/01/01,V,480548,73306
NA,10099528,1,Črni Potok pri Dragi,,11027067,1.44,1995/01/01,1995/01/01,V,475228,49846
NA,10099536,12,Črni Potok pri Kočevju,,11026966,6.37,1995/01/01,1995/01/01,V,492248,50236
NA,10099544,6,Delač,,21427829,0.35,1998/11/22,1998/11/27,V,491808,40365
NA,10099552,14,Dol,,11026966,2.13,1995/01/01,1995/01/01,V,504098,39585
NA,10099579,7,Dolenja Žaga,,21427829,0.19,1998/11/22,1998/11/27,V,492978,41575
NA,10099587,8,Dolenji Potok,,21427829,0.44,1998/11/22,1998/11/27,V,491848,42205
NA,10099595,17,Dolga vas,,11026966,6.49,1995/01/01,1995/01/01,V,490468,53536
NA,10099609,18,Dolnja Briga,,11026966,8.42,1995/01/01,1995/01/01,V,485858,42495
NA,10099617,19,Dolnje Ložine,,11026966,1.17,1995/01/01,1995/01/01,V,485098,61016
NA,10099625,2,Draga,,11027067,3.65,1995/01/01,1995/01/01,V,473058,54826
NA,10099633,9,Dren,,21427829,0.72,1998/11/22,1998/11/27,V,491948,39605
NA,10099641,10,Drežnik,,21427829,0.86,1998/11/22,1998/11/27,V,488428,41485
NA,10099650,11,Fara,,21427829,1.37,1998/11/22,1998/11/27,V,490808,37465
NA,10099668,12,Gladloka,,21427829,0.77,1998/11/22,1998/11/27,V,485688,36465
NA,10099676,3,Glažuta,,11027067,27.61,1995/01/01,1995/01/01,V,475558,59056
NA,10099684,13,Gorenja Žaga,,21427829,1.55,1998/11/22,1998/11/27,V,492968,41965
NA,10099692,25,Gorenje,,11026966,0.68,1995/01/01,1995/01/01,V,488668,58986
NA,10099706,14,Gorenji Potok,,21427829,0.24,1998/11/22,1998/11/27,V,489938,42805
NA,10099714,27,Gornja Briga,,11026966,2.96,1995/01/01,1995/01/01,V,484748,43316
NA,10099722,28,Gornje Ložine,,11026966,6.67,1995/01/01,1995/01/01,V,484448,61406
NA,10099749,15,Gotenc,,21427829,1.1,1998/11/22,1998/11/27,V,491928,38785
NA,10099757,16,Grgelj,,21427829,2.12,1998/11/22,1998/11/27,V,496008,42385
NA,10099765,5,Grintovec pri Osilnici,,11027989,4.33,1995/01/01,1995/01/01,V,480428,42226
NA,10099773,17,Grivac,,21427829,1.34,1998/11/22,1998/11/27,V,487718,36065
NA,10099781,33,Hreljin,,11026966,0.79,1995/01/01,1995/01/01,V,502228,38965
NA,10099790,18,Hrib pri Fari,,21427829,0.29,1998/11/22,1998/11/27,V,490458,37495
NA,10099803,35,Hrib pri Koprivniku,,11026966,6.77,1995/01/01,1995/01/01,V,502838,50125
NA,10099811,19,Jakšiči,,21427829,0.87,1998/11/22,1998/11/27,V,489958,37905
NA,10099820,37,Jelenja vas,,11026966,1.72,1995/01/01,1995/01/01,V,504288,41455
NA,10099838,20,Jesenov Vrt,,21427829,1.33,1998/11/22,1998/11/27,V,487738,41255
NA,10099846,39,Kačji Potok,,11026966,3.24,1995/01/01,1995/01/01,V,497338,48686
NA,10099854,21,Kaptol,,21427829,0.88,1998/11/22,1998/11/27,V,488938,43905
NA,10099862,41,Kleč,,11026966,5.18,1995/01/01,1995/01/01,V,491168,63106
NA,10099889,42,Klinja vas,,11026966,3.75,1995/01/01,1995/01/01,V,489888,58416
NA,10099897,43,Knežja Lipa,,11026966,16.69,1995/01/01,1995/01/01,V,500718,45605
NA,10099919,44,Koblarji,,11026966,11.59,1995/01/01,1995/01/01,V,486888,59986
NA,10099927,45,Kočarji,,11026966,4.22,1995/01/01,1995/01/01,V,496098,50206
NA,10099935,46,Koče,,11026966,8.46,1995/01/01,1995/01/01,V,484558,50906
NA,10099943,47,Kočevje,,11026966,14.14,1995/01/01,1995/01/01,V,489038,55906
NA,10099951,48,Kočevska Reka,,11026966,17.5,1995/01/01,1995/01/01,V,484328,48356
NA,10099960,5,Kolenča vas,,11026737,0.36,1995/01/01,1995/01/01,V,481698,71856
NA,10099978,49,Komolec,,11026966,8.19,1995/01/01,1995/01/01,V,498029,67405
NA,10099986,50,Konca vas,,11026966,0.4,1995/01/01,1995/01/01,V,487898,59136
NA,10099994,51,Koprivnik,,11026966,12.05,1995/01/01,1995/01/01,V,502428,51416
NA,10100003,22,Kostel,,21427829,0.57,1998/11/22,1998/11/27,V,492968,40995
NA,10100011,53,Kralji,,11026966,3.88,1995/01/01,1995/01/01,V,502778,44185
NA,10100020,6,Križmani,,11027989,0.35,1995/01/01,1995/01/01,V,477248,44806
