ENOTA,NA_MID,NA_ID,NA_UIME,NA_DJ,OB_MID,POV_KM2,D_OD,DV_OD,STATUS,CEN_E,CEN_N
NA,10100038,23,Krkovo nad Faro,,21427829,0.49,1998/11/22,1998/11/27,V,492028,38405
NA,10100046,55,Kuhlarji,,11026966,1.06,1995/01/01,1995/01/01,V,491878,44595
NA,10100054,24,Kuželič,,21427829,0.48,1998/11/22,1998/11/27,V,488078,36735
NA,10100062,25,Kuželj,,21427829,2.99,1998/11/22,1998/11/27,V,485158,37535
NA,10100089,26,Laze pri Kostelu,,21427829,2.46,1998/11/22,1998/11/27,V,486268,37155
NA,10100097,59,Laze pri Oneku,,11026966,1.59,1995/01/01,1995/01/01,V,499369,52487
NA,10100119,60,Laze pri Predgradu,,11026966,1.97,1995/01/01,1995/01/01,V,501368,39645
NA,10100127,5,Lazec,,11027067,6.22,1995/01/01,1995/01/01,V,471408,56826
NA,10100135,7,Lipa,,11026737,4.28,1995/01/01,1995/01/01,V,482388,71626
NA,10100143,27,Lipovec pri Kostelu,,21427829,0.3,1998/11/22,1998/11/27,V,491858,41125
NA,10100151,62,Livold,,11026966,13.96,1995/01/01,1995/01/01,V,491358,52326
NA,10100160,7,Ložec,,11027989,0.88,1995/01/01,1995/01/01,V,479698,42796
NA,10100178,63,Mačkovec,,11026966,5.49,1995/01/01,1995/01/01,V,496748,52586
NA,10100186,64,Mahovnik,,11026966,5.32,1995/01/01,1995/01/01,V,488088,56486
NA,10100194,65,Mala Gora,,11026966,11.36,1995/01/01,1995/01/01,V,489808,61096
NA,10100208,8,Malinišče,,11027989,0.32,1995/01/01,1995/01/01,V,477878,44186
NA,10100216,28,Mavrc,,21427829,0.28,1998/11/22,1998/11/27,V,493248,40525
NA,10100224,9,Mirtoviči,,11027989,2.58,1995/01/01,1995/01/01,V,482628,40966
NA,10100232,67,Mlaka pri Kočevju,,11026966,1.46,1995/01/01,1995/01/01,V,488278,58096
NA,10100259,68,Mlaka pri Kočevski Reki,,11026966,17.51,1995/01/01,1995/01/01,V,483888,51886
NA,10100267,69,Mokri Potok,,11026966,2.03,1995/01/01,1995/01/01,V,486488,46466
NA,10100275,70,Morava,,11026966,6.18,1995/01/01,1995/01/01,V,489248,45636
NA,10100283,71,Mozelj,,11026966,12.45,1995/01/01,1995/01/01,V,494868,49586
NA,10100291,72,Mrtvice,,11026966,10.19,1995/01/01,1995/01/01,V,485238,57706
NA,10100305,73,Muha vas,,11026966,3.35,1995/01/01,1995/01/01,V,494088,44145
NA,10100313,74,Nemška Loka,,11026966,4.76,1995/01/01,1995/01/01,V,503448,46465
NA,10100321,29,Nova sela,,21427829,2.52,1998/11/22,1998/11/27,V,491248,40635
NA,10100330,76,Nove Ložine,,11026966,0.39,1995/01/01,1995/01/01,V,485668,60726
NA,10100348,7,Novi Kot,,11027067,6.96,1995/01/01,1995/01/01,V,469968,53576
NA,10100356,77,Novi Lazi,,11026966,12.26,1995/01/01,1995/01/01,V,488208,48006
NA,10100364,78,Ograja,,11026966,2.88,1995/01/01,1995/01/01,V,490948,44005
NA,10100372,79,Onek,,11026966,15.66,1995/01/01,1995/01/01,V,495608,53986
NA,10100399,10,Osilnica,,11027989,1.1,1995/01/01,1995/01/01,V,476428,43266
NA,10100402,30,Oskrt,,21427829,0.08,1998/11/22,1998/11/27,V,491988,38965
NA,10100429,31,Padovo pri Fari,,21427829,0.32,1998/11/22,1998/11/27,V,492478,38155
NA,10100437,11,Padovo pri Osilnici,,11027989,0.47,1995/01/01,1995/01/01,V,477808,44706
NA,10100445,9,Paka,,11026737,0.11,1995/01/01,1995/01/01,V,482248,71206
NA,10100453,82,Paka pri Predgradu,,11026966,5.94,1995/01/01,1995/01/01,V,505328,40705
NA,10100461,12,Papeži,,11027989,0.26,1995/01/01,1995/01/01,V,476628,47466
NA,10100470,32,Petrina,,21427829,0.33,1998/11/22,1998/11/27,V,488498,36125
NA,10100488,33,Pirče,,21427829,0.64,1998/11/22,1998/11/27,V,488888,36455
NA,10100496,34,Planina,,21427829,1.7,1998/11/22,1998/11/27,V,489308,37945
NA,10100500,35,Poden,,21427829,0.58,1998/11/22,1998/11/27,V,492628,39465
NA,10100518,87,Podlesje,,11026966,15.33,1995/01/01,1995/01/01,V,496828,44125
NA,10100526,8,Podplanina,,11027067,2.35,1995/01/01,1995/01/01,V,472778,51136
NA,10100534,9,Podpreska,,11027067,8.67,1995/01/01,1995/01/01,V,472078,56426
NA,10100542,88,Podstene,,11026966,1.81,1995/01/01,1995/01/01,V,501628,54686
NA,10100569,36,Podstene pri Kostelu,,21427829,0.64,1998/11/22,1998/11/27,V,491168,42645
NA,10100577,126,Trnovec,,11026966,21.37,1995/01/01,1995/01/01,V,499458,59456
NA,10100585,13,Podtabor,,11026737,2.75,1995/01/01,1995/01/01,V,482078,70816
NA,10100593,13,Podvrh,,11027989,1.19,1995/01/01,1995/01/01,V,476428,44796
NA,10100607,136,Polom,,11026966,7.64,1998/11/22,1998/11/27,V,488838,66615
NA,10100615,16,Potiskavec,,11026737,4.17,1995/01/01,1995/01/01,V,481308,72006
NA,10100623,37,Potok,,21427829,0.17,1998/11/22,1998/11/27,V,490078,37325
NA,10100631,91,Predgrad,,11026966,5.15,1995/01/01,1995/01/01,V,504348,40505
NA,10100640,92,Preža,,11026966,2.84,1995/01/01,1995/01/01,V,486618,44626
NA,10100658,18,Pri Cerkvi-Struge,,11026737,3.22,1995/01/01,1995/01/01,V,482618,71476
NA,10100666,93,Primoži,,11026966,3.71,1995/01/01,1995/01/01,V,483678,51166
NA,10100674,38,Puc,,21427829,0.51,1998/11/22,1998/11/27,V,488458,42485
NA,10100682,95,Pugled pri Starem Logu,,11026966,13.07,1995/01/01,1995/01/01,V,495458,62736
NA,10100704,10,Pungert,,11027067,0.58,1995/01/01,1995/01/01,V,474928,50486
NA,10100712,96,Rajhenav,,11026966,18.57,1995/01/01,1995/01/01,V,499608,55316
NA,10100739,97,Rajndol,,11026966,5.27,1995/01/01,1995/01/01,V,495898,47545
NA,10100747,39,Rajšele,,21427829,0.57,1998/11/22,1998/11/27,V,490928,41825
NA,10100755,40,Rake,,21427829,0.86,1998/11/22,1998/11/27,V,485708,39835
NA,10100763,19,Rapljevo,,11026737,15.31,1995/01/01,1995/01/01,V,483278,70026
NA,10100771,14,Ribjek,,11027989,2.52,1995/01/01,1995/01/01,V,478978,43686
NA,10100780,100,Rogati Hrib,,11026966,6.65,1995/01/01,1995/01/01,V,491908,47536
NA,10100798,101,Sadni Hrib,,11026966,2.12,1995/01/01,1995/01/01,V,485598,46336
NA,10100801,41,Sapnik,,21427829,0.59,1998/11/22,1998/11/27,V,493298,39405
NA,10100810,137,Seč,,11026966,4.82,1998/11/22,1998/11/27,V,488428,67855
NA,10100828,15,Sela,,11027989,0.81,1995/01/01,1995/01/01,V,475848,43326
NA,10100836,42,Selo pri Kostelu,,21427829,0.49,1998/11/22,1998/11/27,V,491638,41505
NA,10100844,43,Slavski Laz,,21427829,0.95,1998/11/22,1998/11/27,V,492708,37965
NA,10100852,105,Slovenska vas,,11026966,1.03,1995/01/01,1995/01/01,V,486808,58576
NA,10100879,106,Smuka,,11026966,10.43,1995/01/01,1995/01/01,V,494589,69085
NA,10100887,107,Spodnja Bilpa,,11026966,0.87,1995/01/01,1995/01/01,V,497348,41295
NA,10100895,16,Spodnji Čačič,,11027989,0.07,1995/01/01,1995/01/01,V,477558,45016
NA,10100909,108,Spodnji Log,,11026966,8.35,1995/01/01,1995/01/01,V,500848,42525
NA,10100917,12,Srednja vas pri Dragi,,11027067,10.43,1995/01/01,1995/01/01,V,473688,52916
NA,10100925,44,Srednji Potok,,21427829,0.35,1998/11/22,1998/11/27,V,490629,42456
NA,10100933,45,Srobotnik ob Kolpi,,21427829,2.74,1998/11/22,1998/11/27,V,484278,40365
NA,10100941,111,Stara Cerkev,,11026966,0.82,1995/01/01,1995/01/01,V,487528,58856
NA,10100950,112,Stari Breg,,11026966,3.97,1995/01/01,1995/01/01,V,493868,60606
NA,10100968,14,Stari Kot,,11027067,5.05,1995/01/01,1995/01/01,V,471698,53046
NA,10100976,113,Stari Log,,11026966,19.95,1995/01/01,1995/01/01,V,493948,65065
NA,10100984,114,Staro Brezje,,11026966,5.14,1995/01/01,1995/01/01,V,499748,51166
NA,10100992,46,Stelnik,,21427829,0.27,1998/11/22,1998/11/27,V,492428,40675
NA,10101000,17,Strojiči,,11027989,0.87,1995/01/01,1995/01/01,V,475728,45006
NA,10101018,47,Stružnica,,21427829,6.38,1998/11/22,1998/11/27,V,487028,38725
NA,10101026,117,Suhi Potok,,11026966,3.56,1995/01/01,1995/01/01,V,497028,49786
NA,10101034,48,Suhor,,21427829,1.15,1998/11/22,1998/11/27,V,490178,43265
NA,10101042,119,Svetli Potok,,11026966,9.54,1995/01/01,1995/01/01,V,500428,48206
NA,10101069,120,Šalka vas,,11026966,1.66,1995/01/01,1995/01/01,V,490568,56966
NA,10101077,121,Škrilj,,11026966,2.5,1995/01/01,1995/01/01,V,492758,43895
NA,10101085,49,Štajer,,21427829,1.5,1998/11/22,1998/11/27,V,488948,37255
NA,10101093,123,Štalcerji,,11026966,6.68,1995/01/01,1995/01/01,V,490138,47936
NA,10101107,21,Tisovec,,11026737,4.6,1995/01/01,1995/01/01,V,482079,75416
NA,10101115,50,Tišenpolj,,21427829,0.74,1998/11/22,1998/11/27,V,491028,38495
NA,10101123,125,Topla Reber,,11026966,3.44,1995/01/01,1995/01/01,V,497019,68015
NA,10101131,16,Trava,,11027067,8.19,1995/01/01,1995/01/01,V,474358,51486
NA,10101140,22,Tržič,,11026737,0.89,1995/01/01,1995/01/01,V,481888,71336
NA,10101158,51,Vas,,21427829,0.82,1998/11/22,1998/11/27,V,490048,36955
NA,10101166,52,Vimolj,,21427829,0.58,1998/11/22,1998/11/27,V,490148,41615
NA,10101174,129,Vimolj pri Predgradu,,11026966,0.46,1995/01/01,1995/01/01,V,503178,44625
NA,10101182,138,Vrbovec,,11026966,2.6,1998/11/22,1998/11/27,V,487578,65436
NA,10101204,53,Vrh pri Fari,,21427829,0.34,1998/11/22,1998/11/27,V,492278,38865
NA,10101212,131,Vrt,,11026966,1.19,1995/01/01,1995/01/01,V,499388,39725
NA,10101239,132,Zajčje Polje,,11026966,3.22,1995/01/01,1995/01/01,V,491628,50836
NA,10101247,54,Zapuže pri Kostelu,,21427829,0.48,1998/11/22,1998/11/27,V,491988,41655
NA,10101255,134,Zdihovo,,11026966,1.4,1995/01/01,1995/01/01,V,492468,43045
NA,10101263,18,Zgornji Čačič,,11027989,0.8,1995/01/01,1995/01/01,V,477628,45266
NA,10101271,135,Željne,,11026966,7.42,1995/01/01,1995/01/01,V,491448,57266
NA,10101280,19,Žurge,,11027989,6.68,1995/01/01,1995/01/01,V,476428,48666
NA,10101298,30,Gotenica,,11026966,23.79,1995/01/01,1995/01/01,V,480278,52466
NA,10101301,1,Abitanti,,11027776,4.91,1995/01/01,1995/01/01,V,408117,33706
NA,10101310,1,Ankaran,Ancarano,24063526,8.04,2014/08/01,2014/08/08,V,401507,49597
NA,10101328,3,Babiči,,11027776,1.78,1995/01/01,1995/01/01,V,404597,41097
NA,10101336,4,Barizoni,Barisoni,11027776,0.93,1995/01/01,1995/01/01,V,401667,50647
NA,10101344,5,Belvedur,,11027776,0.72,1995/01/01,1995/01/01,V,408147,36626
NA,10101352,6,Bertoki,Bertocchi,11027776,4.99,1995/01/01,1995/01/01,V,403707,45697
NA,10101379,7,Bezovica,,11027776,2.17,1995/01/01,1995/01/01,V,413587,44056
NA,10101387,8,Bočaji,,11027776,1.67,1995/01/01,1995/01/01,V,408447,40127
NA,10101395,9,Bonini,,11027776,3.23,1995/01/01,1995/01/01,V,405411,43959
NA,10101409,10,Boršt,,11027776,3.19,1995/01/01,1995/01/01,V,406037,39077
NA,10101417,11,Bošamarin,Bossamarino,11027776,1.59,1995/01/01,1995/01/01,V,401557,42937
NA,10101425,12,Brezovica pri Gradinu,,11027776,3.76,1995/01/01,1995/01/01,V,410417,35236
NA,10101433,13,Brežec pri Podgorju,,11027776,1.14,1995/01/01,1995/01/01,V,415527,41966
NA,10101441,14,Brič,,11027776,2.71,1995/01/01,1995/01/01,V,400887,36577
NA,10101450,15,Butari,,11027776,2.03,1995/01/01,1995/01/01,V,411317,38506
NA,10101468,16,Cepki,,11027776,1.37,1995/01/01,1995/01/01,V,409727,45647
NA,10101476,17,Cerej,Cerei,11027776,0.59,1995/01/01,1995/01/01,V,403257,50827
NA,10101484,18,Čentur,,11027776,0.98,1995/01/01,1995/01/01,V,403877,41137
NA,10101492,19,Čežarji,,11027776,1.23,1995/01/01,1995/01/01,V,406727,44857
NA,10101506,20,Črni Kal,,11027776,1.47,1995/01/01,1995/01/01,V,412427,46176
NA,10101514,21,Črnotiče,,11027776,7.47,1995/01/01,1995/01/01,V,413917,46306
NA,10101522,22,Dekani,,11027776,6.01,1995/01/01,1995/01/01,V,407437,45907
NA,10101549,23,Dilici,,11027776,1.38,1995/01/01,1995/01/01,V,403807,39797
NA,10101557,24,Dol pri Hrastovljah,,11027776,3.36,1995/01/01,1995/01/01,V,414977,40766
NA,10101565,25,Dvori,,11027776,4.33,1995/01/01,1995/01/01,V,416527,35866
NA,10101573,26,Fijeroga,,11027776,0.63,1995/01/01,1995/01/01,V,403297,39857
NA,10101581,27,Gabrovica pri Črnem Kalu,,11027776,2.53,1995/01/01,1995/01/01,V,411297,47317
NA,10101590,28,Gažon,,11027776,1.86,1995/01/01,1995/01/01,V,398378,42598
NA,10101603,29,Glem,,11027776,1.77,1995/01/01,1995/01/01,V,404917,39447
NA,10101611,30,Gračišče,,11027776,3.43,1995/01/01,1995/01/01,V,412007,40916
NA,10101620,31,Gradin,,11027776,1.44,1995/01/01,1995/01/01,V,409917,35766
NA,10101638,32,Grinjan,,11027776,0.64,1995/01/01,1995/01/01,V,400737,42047
NA,10101646,33,Grintovec,,11027776,2.76,1995/01/01,1995/01/01,V,397927,41077
NA,10101654,34,Hrastovlje,,11027776,3.03,1995/01/01,1995/01/01,V,414057,41776
NA,10101662,35,Hrvatini,Crevatini,11027776,1.54,1995/01/01,1995/01/01,V,403577,49807
NA,10101689,36,Elerji,,11027776,0.65,2018/01/10,2018/01/15,V,405398,49488
NA,10101697,37,Kampel,Campel,11027776,1.96,1995/01/01,1995/01/01,V,401851,42491
NA,10101719,38,Karli,,11027776,1.23,1995/01/01,1995/01/01,V,413957,35026
NA,10101727,39,Kastelec,,11027776,3.77,1995/01/01,1995/01/01,V,411948,49667
NA,10101735,40,Kolomban,Colombano,11027776,1.6,1995/01/01,1995/01/01,V,402047,51197
NA,10101743,41,Koper,Capodistria,11027776,12.97,1995/01/01,1995/01/01,V,400787,45967
NA,10101751,42,Koromači-Boškini,,11027776,1.09,1995/01/01,1995/01/01,V,408807,36916
NA,10101760,43,Kortine,,11027776,1.14,1995/01/01,1995/01/01,V,411587,45467
NA,10101778,44,Koštabona,,11027776,3.52,1995/01/01,1995/01/01,V,401237,38517
NA,10101786,45,Kozloviči,,11027776,0.76,1995/01/01,1995/01/01,V,408307,39586
NA,10101794,46,Krkavče,,11027776,6.42,1995/01/01,1995/01/01,V,397777,36837
NA,10101808,47,Krnica,,11027776,0.57,1995/01/01,1995/01/01,V,410777,45757
NA,10101816,48,Kubed,,11027776,6.58,1995/01/01,1995/01/01,V,411717,42836
NA,10101824,49,Labor,,11027776,4.51,1995/01/01,1995/01/01,V,404037,38067
NA,10101832,50,Loka,,11027776,2.42,1995/01/01,1995/01/01,V,413237,44566
NA,10101859,51,Lopar,,11027776,2.45,1995/01/01,1995/01/01,V,408197,41617
NA,10101867,52,Lukini,,11027776,0.98,1995/01/01,1995/01/01,V,413607,37576
NA,10101875,53,Manžan,,11027776,1.16,1995/01/01,1995/01/01,V,402547,41757
NA,10101883,54,Marezige,,11027776,4.23,1995/01/01,1995/01/01,V,405927,41717
NA,10101891,55,Maršiči,,11027776,1.4,1995/01/01,1995/01/01,V,414457,35466
NA,10101905,56,Močunigi,,11027776,1.2,1995/01/01,1995/01/01,V,406917,35266
NA,10101913,57,Montinjan,,11027776,1.08,1995/01/01,1995/01/01,V,405987,42737
NA,10101921,58,Movraž,,11027776,5.34,1995/01/01,1995/01/01,V,415377,38086
NA,10101930,59,Olika,,11027776,0.26,1995/01/01,1995/01/01,V,413357,36006
NA,10101948,60,Osp,,11027776,6.65,1995/01/01,1995/01/01,V,410747,48717
NA,10101956,61,Peraji,,11027776,1.13,1995/01/01,1995/01/01,V,412337,35836
NA,10101964,62,Pisari,,11027776,0.26,1995/01/01,1995/01/01,V,413697,35836
NA,10101972,63,Plavje,,11027776,2.99,1995/01/01,1995/01/01,V,406447,48827
NA,10101999,64,Pobegi,,11027776,2.07,1995/01/01,1995/01/01,V,405827,45157
NA,10102006,66,Podpeč,,11027776,2.77,1995/01/01,1995/01/01,V,414647,43096
NA,10102014,67,Poletiči,,11027776,1.88,1995/01/01,1995/01/01,V,411227,40156
NA,10102022,68,Pomjan,,11027776,3.48,1995/01/01,1995/01/01,V,402717,40677
NA,10102049,69,Popetre,,11027776,2.31,1995/01/01,1995/01/01,V,410477,40416
NA,10102057,71,Praproče,,11027776,3.6,1995/01/01,1995/01/01,V,415327,44036
NA,10102065,73,Pregara,,11027776,8.15,1995/01/01,1995/01/01,V,411227,34436
NA,10102073,74,Premančan,Premanzano,11027776,0.89,1995/01/01,1995/01/01,V,404377,50037
NA,10102081,87,Sv. Anton,,11027776,7.06,1995/01/01,1995/01/01,V,409027,43567
NA,10102090,75,Puče,,11027776,4.3,1995/01/01,1995/01/01,V,399977,37917
NA,10102103,77,Rižana,,11027776,1.96,1995/01/01,1995/01/01,V,410037,45537
NA,10102111,78,Rožar,,11027776,0.22,1995/01/01,1995/01/01,V,410387,45977
NA,10102120,79,Sirči,,11027776,2.19,1995/01/01,1995/01/01,V,409697,36706
NA,10102138,80,Smokvica,,11027776,3.72,1995/01/01,1995/01/01,V,414027,39716
NA,10102146,81,Socerb,,11027776,3.65,1995/01/01,1995/01/01,V,410938,50487
NA,10102154,82,Sočerga,,11027776,2.61,1995/01/01,1995/01/01,V,413457,36676
NA,10102162,83,Sokoliči,,11027776,0.56,1995/01/01,1995/01/01,V,412397,36636
NA,10102189,84,Spodnje Škofije,,11027776,3.86,1995/01/01,1995/01/01,V,405687,48677
NA,10102197,85,Srgaši,,11027776,1.45,1995/01/01,1995/01/01,V,397847,41907
NA,10102219,86,Stepani,,11027776,1.13,1995/01/01,1995/01/01,V,410627,46137
NA,10102227,88,Šalara,Salara,11027776,2.9,1995/01/01,1995/01/01,V,399657,43237
NA,10102235,89,Šeki,,11027776,0.25,1995/01/01,1995/01/01,V,414057,35686
NA,10102243,90,Škocjan,San Canziano,11027776,2.65,1995/01/01,1995/01/01,V,404327,44217
NA,10102251,91,Šmarje,,11027776,3.85,1995/01/01,1995/01/01,V,399827,40947
NA,10102260,92,Tinjan,,11027776,4.29,1995/01/01,1995/01/01,V,409007,47467
NA,10102278,93,Topolovec,,11027776,4.84,1995/01/01,1995/01/01,V,406907,36696
NA,10102286,94,Trebeše,,11027776,2.47,1995/01/01,1995/01/01,V,410647,37546
NA,10102294,95,Triban,,11027776,1.71,1995/01/01,1995/01/01,V,402957,43307
NA,10102308,96,Trsek,,11027776,2.57,1995/01/01,1995/01/01,V,408557,38516
NA,10102316,97,Truške,,11027776,4.28,1995/01/01,1995/01/01,V,408067,40097
NA,10102324,98,Tuljaki,,11027776,2.31,1995/01/01,1995/01/01,V,412007,37186
NA,10102332,99,Vanganel,,11027776,2.57,1995/01/01,1995/01/01,V,404527,42637
NA,10102359,100,Zabavlje,,11027776,2.72,1995/01/01,1995/01/01,V,409447,40817
NA,10102367,101,Zanigrad,,11027776,0.92,1995/01/01,1995/01/01,V,414837,42076
NA,10102375,103,Zgornje Škofije,,11027776,1.78,1995/01/01,1995/01/01,V,406247,47967
NA,10102383,104,Župančiči,,11027776,1.74,1995/01/01,1995/01/01,V,403587,38867
NA,10102391,72,Predloka,,11027776,0.21,1995/01/01,1995/01/01,V,412367,45136
NA,10102405,70,Prade,Prade,11027776,1.03,1995/01/01,1995/01/01,V,404327,44987
NA,10102413,1,Adergas,,11026630,1.87,1995/01/01,1995/01/01,V,458760,125837
NA,10102421,2,Ambrož pod Krvavcem,,11026630,8.87,1995/01/01,1995/01/01,V,463610,126297
NA,10102430,3,Apno,,11026630,0.97,1995/01/01,1995/01/01,V,463960,124347
NA,10102448,1,Babni Vrt,,11027784,1.76,1995/01/01,1995/01/01,V,452410,131367
NA,10102456,1,Bašelj,,11027237,6.45,1995/01/01,1995/01/01,V,453910,130807
NA,10102464,1,Bistrica,,11027946,1.55,1995/01/01,1995/01/01,V,445000,127957
NA,10102472,2,Bobovek,,11027784,0.45,1995/01/01,1995/01/01,V,451020,126287
NA,10102499,2,Breg ob Kokri,,11027237,1.42,1995/01/01,1995/01/01,V,455200,128027
NA,10102502,3,Breg ob Savi,,11027784,2.48,1995/01/01,1995/01/01,V,452749,119097
NA,10102529,4,Britof,,11027784,2.07,1995/01/01,1995/01/01,V,452469,124423
NA,10102537,2,Cegelnica,,11027946,0.34,1995/01/01,1995/01/01,V,447760,126777
NA,10102545,4,Cerkljanska Dobrava,,11026630,1.08,1995/01/01,1995/01/01,V,464480,121577
NA,10102553,5,Cerklje na Gorenjskem,,11026630,1.86,1995/01/01,1995/01/01,V,460330,123357
NA,10102561,5,Čadovlje,,11027784,1.08,1995/01/01,1995/01/01,V,451980,130087
NA,10102570,6,Čepulje,,11027784,1.29,1995/01/01,1995/01/01,V,444829,121467
NA,10102588,6,Češnjevek,,11026630,2.7,1995/01/01,1995/01/01,V,458990,124887
NA,10102596,7,Dvorje,,11026630,1.98,1995/01/01,1995/01/01,V,460420,124637
NA,10102600,8,Glinje,,11026630,2.56,1995/01/01,1995/01/01,V,462990,122257
NA,10102618,3,Gobovce,,11027946,0.94,1995/01/01,1995/01/01,V,443120,128427
NA,10102626,7,Golnik,,11027784,2.76,1995/01/01,1995/01/01,V,448460,132637
NA,10102634,8,Goriče,,11027784,2.06,1995/01/01,1995/01/01,V,449400,131647
NA,10102642,9,Grad,,11026630,3.46,1995/01/01,1995/01/01,V,460930,124847
NA,10102669,1,Hotemaže,,11027431,1.33,1995/01/01,1995/01/01,V,455420,127407
NA,10102677,49,Hrastje,,11027784,2.93,2002/06/15,2002/07/09,V,452281,120641
NA,10102685,3,Hraše pri Preddvoru,,11027237,1.01,1995/01/01,1995/01/01,V,451780,128357
NA,10102693,4,Hrib,,11027237,0.48,1995/01/01,1995/01/01,V,456041,129175
NA,10102707,9,Ilovka,,11027784,0.78,1995/01/01,1995/01/01,V,451320,124997
NA,10102715,10,Jama,,11027784,1.2,1995/01/01,1995/01/01,V,453679,117657
NA,10102723,11,Jamnik,,11027784,4.76,1995/01/01,1995/01/01,V,438880,125998
NA,10102731,12,Javornik,,11027784,1.37,1995/01/01,1995/01/01,V,445539,122007
NA,10102740,38,Sveti Jošt nad Kranjem,,11027784,0.44,1995/01/01,1995/01/01,V,446179,122787
NA,10102758,5,Kokra,,11027237,52.82,1995/01/01,1995/01/01,V,462390,133157
NA,10102766,13,Kokrica,,11027784,1.24,1995/01/01,1995/01/01,V,450360,125097
NA,10102774,14,Kranj,,11027784,26.26,1995/01/01,1995/01/01,V,450319,122857
NA,10102782,10,Lahovče,,11026630,4.98,1995/01/01,1995/01/01,V,461750,119927
NA,10102804,15,Lavtarski Vrh,,11027784,1.25,1995/01/01,1995/01/01,V,444049,119567
NA,10102812,19,Sveti Lenart,,11026630,2.37,1995/01/01,1995/01/01,V,465500,125387
NA,10102839,16,Letenice,,11027784,2.07,1995/01/01,1995/01/01,V,449040,130007
NA,10102847,3,Luže,,11027431,1.22,1995/01/01,1995/01/01,V,456330,125247
NA,10102855,6,Mače,,11027237,9.17,1995/01/01,1995/01/01,V,455010,130397
NA,10102863,4,Malo Naklo,,11027946,0.32,1995/01/01,1995/01/01,V,447770,126187
NA,10102871,17,Mavčiče,,11027784,3.09,1995/01/01,1995/01/01,V,454089,115997
NA,10102880,18,Meja,,11027784,2.72,1995/01/01,1995/01/01,V,451869,117027
NA,10102898,4,Milje,,11027431,1.98,1995/01/01,1995/01/01,V,454160,125467
NA,10102901,19,Mlaka pri Kranju,,11027784,2.21,1995/01/01,1995/01/01,V,449709,126243
NA,10102910,7,Možjanca,,11027237,1.87,1995/01/01,1995/01/01,V,457590,128437
NA,10102928,5,Naklo,,11027946,3.8,1995/01/01,1995/01/01,V,447408,126357
NA,10102936,20,Nemilje,,11027784,2.92,1995/01/01,1995/01/01,V,440239,124807
NA,10102944,21,Njivica,,11027784,0.86,1995/01/01,1995/01/01,V,441569,125717
NA,10102952,8,Nova vas,,11027237,0.39,1995/01/01,1995/01/01,V,455580,129937
NA,10102979,6,Okroglo,,11027946,1.99,1995/01/01,1995/01/01,V,447749,124437
NA,10102987,5,Olševek,,11027431,4.27,1995/01/01,1995/01/01,V,456656,127053
NA,10102995,22,Orehovlje,,11027784,0.16,1995/01/01,1995/01/01,V,452950,125217
NA,10103002,23,Pangršica,,11027784,1.07,1995/01/01,1995/01/01,V,450810,130237
NA,10103029,24,Planica,,11027784,0.64,1995/01/01,1995/01/01,V,444669,119477
NA,10103037,25,Podblica,,11027784,3.2,1995/01/01,1995/01/01,V,439089,124657
NA,10103045,7,Podbrezje,,11027946,7.14,1995/01/01,1995/01/01,V,444760,128187
NA,10103053,26,Podreča,,11027784,3.36,1995/01/01,1995/01/01,V,454449,114967
NA,10103061,8,Polica,,11027946,1.34,1995/01/01,1995/01/01,V,448179,125257
NA,10103070,9,Potoče,,11027237,5.14,1995/01/01,1995/01/01,V,456660,129697
NA,10103088,27,Povlje,,11027784,5.04,1995/01/01,1995/01/01,V,451900,131667
NA,10103096,11,Poženik,,11026630,1.83,1995/01/01,1995/01/01,V,462360,123757
NA,10103100,12,Praprotna Polica,,11026630,3.46,1995/01/01,1995/01/01,V,457760,123997
NA,10103118,28,Praše,,11027784,0.91,1995/01/01,1995/01/01,V,453799,117257
NA,10103126,6,Prebačevo,,11027431,1.75,1995/01/01,1995/01/01,V,453139,119597
NA,10103134,10,Preddvor,,11027237,1.62,1995/01/01,1995/01/01,V,455350,129657
NA,10103142,29,Predoslje,,11027784,4.06,1995/01/01,1995/01/01,V,452370,124807
NA,10103169,13,Pšata,,11026630,1.73,1995/01/01,1995/01/01,V,462010,124587
