ENOTA,UL_MID,UL_ID,UL_UIME,UL_DJ,NA_MID,OB_MID,D_OD,DV_OD,STATUS
UL,16329924,9,Pod skalco,,10144353,11027598,1995/01/01,1995/01/01,V
UL,16329932,10,Praproše,,10144353,11027598,1995/01/01,1995/01/01,V
UL,16329959,11,Srednja pot,,10144353,11027598,1995/01/01,1995/01/01,V
UL,16329967,12,Stagne,,10144353,11027598,1995/01/01,1995/01/01,V
UL,16329975,13,Vetrovo,,10144353,11027598,1995/01/01,1995/01/01,V
UL,16329983,135,Hitra cesta,,10147719,11027881,1995/01/01,1995/01/01,V
UL,16335827,71,Sežanska ulica,,10131855,11027377,1995/02/16,1996/02/01,V
UL,16337633,30,Fužinska ulica,,10137918,11027482,1995/03/06,1995/05/31,V
UL,16340995,1,Aškerčev trg,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341029,2,Bevkova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341045,3,Cankarjeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341061,4,Celjska cesta,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341088,5,Cesta na Sv. Rok,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341100,6,Finžgarjeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341126,7,Gallusova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341142,8,Grajski log,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341177,9,Gubčeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341193,10,Kartinova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341215,11,Kettejeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341231,12,Kolodvorska ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341258,13,Lorgerjeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341274,14,Murnova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341304,15,Obrtniška ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341339,16,Prešernova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341355,17,Rakeževa ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341371,18,Rimska cesta,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341398,19,Rogaška cesta,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341410,20,Rožna ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341436,21,Slomškova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341452,22,Sončna ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341487,23,Tavčarjeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341509,24,Trubarjeva ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341525,25,Ulica Franca Skaze,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341541,26,Ulica Marice Strnadove,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341568,27,Ulica Mateja Vrečarja,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341584,28,Ulica na Livado,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341606,29,Ulica v Zadrže,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341622,30,Vegova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341657,31,Vošnjakova ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16341673,32,Zelena ulica,,10139945,11027512,1995/01/29,1996/01/15,V
UL,16350516,35,Ogljarska ulica,,10134986,11027687,1995/05/27,1996/01/15,V
UL,16350532,38,Na Rebri,,10106150,11027814,1995/05/08,1996/01/15,V
UL,16352055,1,Dobrava,,11023860,11027687,1995/09/23,1996/01/15,V
UL,16352071,2,Gabrovlje,,11023860,11027687,1995/09/23,1996/01/15,V
UL,16354309,72,Skalna pot,,10131855,11027377,1995/04/13,1996/01/15,V
UL,16356263,1,Blegoška ulica,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356280,2,Gasilska ulica,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356301,3,Gregorčičeva ulica,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356328,4,Lajše,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356344,5,Ob jezu,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356379,6,Poljanska cesta,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356395,7,Pot na Pretovč,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356417,8,Sestranska vas,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356433,9,Tabor,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356450,10,Trata,,10136776,11026800,1995/03/31,1996/01/19,V
UL,16356611,1,Cesta na grad,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16356638,2,Mala Rudnica,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16356654,3,Slake,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16356689,4,Škofja gora,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16356719,5,Trška cesta,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16356735,6,Zdraviliška cesta,,10139368,11027202,1995/11/07,1996/01/23,V
UL,16505552,43,Murska ulica,,10093317,11027253,2007/09/11,2007/09/11,V
UL,16506303,167,Baragov trg,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506320,168,Cicibanova ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506346,169,Detelova ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506362,170,Finžgarjeva ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506397,171,Jernejeva ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506427,172,Laze,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506443,173,Matajčeva ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506460,174,Na Vinograd,,10102774,11027784,2007/01/22,2007/01/22,V
UL,16506486,175,Pante,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506508,176,Pod gradom,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506524,177,Pot v puškarno,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506559,178,Pot v Torklo,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506575,179,Prečna ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506591,180,Rožna ulica,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16506613,181,Strmov,,10102774,11027784,1996/10/29,1997/02/03,V
UL,16508977,33,Goriškova ulica,,10107229,11027016,1997/02/01,1997/03/03,V
UL,16508993,34,Ilaunigova ulica,,10107229,11027016,1997/02/01,1997/03/03,V
UL,16509027,35,Pod bregom,,10107229,11027016,1997/02/01,1997/03/03,V
UL,16516104,73,Kratka pot,,10131855,11027377,1997/03/20,1997/05/16,V
UL,16516155,74,Ulica Eme Starc,,10131855,11027377,1997/03/20,1997/05/16,V
UL,16516171,75,Ulica Ruže Petelinove,,10131855,11027377,1997/03/20,1997/05/16,V
UL,16518077,175,Razgledna ulica,Via Bellavista,10101743,11027776,1997/05/21,1997/05/30,V
UL,16518093,176,Sončna ulica,Via Soleggiata,10101743,11027776,1997/05/21,1997/05/30,V
UL,16518115,177,Šolska ulica,Via Alla scuola,10101743,11027776,1997/05/21,1997/05/30,V
UL,16518131,178,Ulica Danila Zelena,Via Danilo Zelen,10101743,11027776,1997/05/21,1997/05/30,V
UL,16518158,179,Ulica Ob parku,Via Del parco,10101743,11027776,1997/05/21,1997/05/30,V
UL,16518174,180,Ulica Pod cerkvijo,Sottochiesa,10101743,11027776,1997/05/21,1997/05/30,V
UL,16566624,1,Antonova ulica,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566659,2,Cesta na Roglo,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566675,3,Cvetlična ulica,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566691,4,Doliška cesta,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566713,5,Grajski trg,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566730,6,Konjiška cesta,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566756,7,Kovaška cesta,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566772,8,Na gmajni,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566802,9,Na vasi,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566837,10,Pod Hriberco,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566853,11,Pod Stenico,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566870,12,Štajnhof,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16566896,13,Tičnica,,10134919,11028071,1998/08/15,1998/09/24,V
UL,16568520,1,Cesta v Železnik,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568546,2,Cvetlična ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568562,3,Grajska ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568597,4,Industrijska ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568627,5,Krožna ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568643,6,Mlinska ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568660,7,Prešernova ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568686,8,Slomškova ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568708,9,Sončna ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568724,10,Stari trg,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568759,11,Šolska ulica,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568775,12,Ulica Dr. Lautnerja,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568791,13,Ulica Ob potoku,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16568813,14,Ulica Ob železnici,,10134463,11027407,1999/05/21,1999/05/25,V
UL,16578053,36,Slomškova ulica,,10134986,11027687,2000/02/28,2000/09/12,V
UL,16578070,37,Ulica Janeza Koprivnika,,10134986,11027687,2000/02/28,2000/09/12,V
UL,16578096,38,Kratka pot,,10134986,11027687,2000/02/28,2000/09/12,V
UL,16579718,49,Ulica Ivana Minattija,,10134692,11027407,2001/04/11,2001/04/11,V
UL,16590991,50,Podjetniška ulica,,10134692,11027407,2009/08/13,2009/08/13,V
UL,16598488,51,Industrijska cesta,,10134692,11027407,2018/08/20,2018/08/20,V
UL,16689068,59,Benjaminova ulica,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689084,60,Cesta na Goro,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689106,61,Industrijska ulica,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689122,62,Lesna ulica,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689157,63,Na Livadi,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689173,64,Obrtna ulica,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16689190,65,Ripšlova ulica,,10135982,11027466,2012/05/14,2012/05/14,V
UL,16689211,66,Zvezdna ulica,,10135982,11027466,2012/04/11,2012/04/11,V
UL,16786080,1,Celjska cesta,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786101,2,Ceste,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786128,3,Hofmanova ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786144,4,Kocenova ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786179,5,Lerchingerjeva ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786195,6,Maistrova ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786217,7,Obrtniška ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786233,8,Ob Sotli,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786250,9,Pot celjskih grofov,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786276,10,Pot k ribniku,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786292,11,Ptujska cesta,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786314,12,Rajska ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786349,13,Slomškova ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786365,14,Sončna ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786381,15,Steklarska ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786403,16,Strma ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786420,17,Strmolska ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786446,18,Šorlijeva ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786462,19,Tepešev graben,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786497,20,Trg,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786527,21,Trške gorce,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786543,22,Tuškova ulica,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786560,23,Ulica bratov Šanda,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786586,24,Ulica Mersijev,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786608,25,Vinska pot,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16786624,26,Žahenberška cesta,,10139627,11027300,1998/01/25,1998/03/02,V
UL,16803669,51,Ulica Ele Peroci,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16803782,52,Ulica Zrinjskega,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16803812,53,Slomškova ulica,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16803847,54,Plečnikova ulica,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16803863,55,Vegova ulica,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16803880,56,Linhartova ulica,,10139619,11027326,2002/08/06,2002/08/06,V
UL,16814113,33,Cvetlična ulica,,10139945,11027512,2017/01/12,2017/01/12,V
UL,16816213,34,Dobrava,,10139945,11027512,2023/10/18,2023/10/18,V
UL,16912166,39,Cesta v Rečico,,10106150,11027814,2000/11/13,2000/11/13,V
UL,16912182,40,Sončna pot,,10106150,11027814,2000/11/13,2000/11/13,V
UL,17070991,29,Lovorova ulica,Via dell´Alloro,10102405,11027776,2001/05/22,2001/05/22,V
UL,17071017,30,Šantoma,San Tomá,10102405,11027776,2001/05/22,2001/05/22,V
UL,17072757,181,Kapodistriasov trg,Piazza I. A. Kapodistrias,10101743,11027776,2001/10/10,2001/10/09,V
UL,17102052,77,Ulica Ljudevita Kuščerja,Via Ljudevit Kuščer,10123003,11027997,2017/11/16,2017/11/16,V
UL,17138545,61,Novi trg,,10123488,11027229,1998/08/29,1998/09/01,V
UL,17138561,62,Ulica Vilka Kledeta,,10123488,11027229,1998/08/29,1998/09/01,V
UL,17147382,63,Zeleni biser,,10123488,11027229,2006/12/20,2006/12/22,V
UL,17147544,64,Kazarje,,10123488,11027229,2006/12/20,2006/12/22,V
UL,17147633,65,Brezov drevored,,10123488,11027229,2007/08/27,2007/09/03,V
UL,17147650,66,Na Lokvi,,10123488,11027229,2007/08/27,2007/09/03,V
UL,17147676,67,Park pod Javorniki,,10123488,11027229,2007/08/27,2007/09/03,V
UL,17148834,68,Ulica Franca Ambrožiča,,10123488,11027229,2019/10/30,2019/10/30,V
UL,17258907,76,Cesta na Polane,,10131855,11027377,2002/12/24,2003/02/17,V
UL,17260774,25,Ulica brinja,,10130620,11026729,2005/09/27,2005/10/11,V
UL,17260804,26,Cesta v Gabrovo naselje,,10130620,11026729,2005/09/27,2005/10/11,V
UL,17260839,27,Cesta v zeleni gaj,,10130620,11026729,2005/09/27,2005/10/11,V
UL,17261215,11,Obrtno industrijska cona Hrpelje,,10130956,11027709,2014/08/04,2014/08/05,V
UL,17262033,12,Jagodna ulica,,10130956,11027709,2006/09/04,2006/09/04,V
UL,17262050,13,Prečna ulica,,10130956,11027709,2006/09/04,2006/09/04,V
UL,17262076,14,Sončna pot,,10130956,11027709,2006/09/04,2006/09/04,V
UL,17263463,15,Ulica Nikole Tesle,,10130956,11027709,2007/06/26,2007/06/26,V
UL,17263722,77,Vileniška ulica,,10131855,11027377,2007/07/05,2007/10/24,V
UL,17263757,78,Jamarska ulica,,10131855,11027377,2007/07/05,2007/10/24,V
UL,17263773,79,Kamnarska ulica,,10131855,11027377,2007/07/05,2007/10/24,V
UL,17263790,80,Ulica Petra Kozlerja,,10131855,11027377,2007/07/05,2007/10/24,V
UL,17263811,81,Ulica Avgusta Černigoja,,10131855,11027377,2007/07/05,2007/10/24,V
UL,17267582,16,Rožna ulica,,10130956,11027709,2013/01/10,2013/01/10,V
UL,17268112,28,Poslovna cona Risnik,,10130620,11026729,2011/07/28,2011/07/28,V
UL,17268279,29,Na vrtači,,10130620,11026729,2011/07/28,2011/07/28,V
UL,17268350,17,Gozdna pot,,10130956,11027709,2012/03/24,2012/03/27,V
UL,17268376,18,Prisojna ulica,,10130956,11027709,2012/03/24,2012/03/27,V
UL,17268473,30,Sončna pot,,10130620,11026729,2013/07/03,2013/08/28,V
UL,17268767,13,Obvozna cesta,,10131146,11027709,2016/05/10,2016/05/23,V
UL,17269623,82,Ulica Josefa Ressla,,10131855,11027377,2021/10/28,2021/10/28,V
UL,17269640,83,Ulica Cirila Zlobca,,10131855,11027377,2021/10/28,2021/10/28,V
UL,17270320,14,Skalna pot,,10131146,11027709,2023/08/08,2023/08/08,V
UL,17270346,19,Osojna ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270362,20,Brinova ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270397,21,Skalna ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270427,22,Mala ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270443,23,Drenova ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270460,24,Sejeniška ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270486,25,Kraška ulica,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17270508,26,Podgoriška pot,,10130956,11027709,2023/08/08,2023/08/08,V
UL,17271032,84,Ulica pobratenja,,10131855,11027377,2023/12/27,2024/01/11,V
UL,17357760,1,Cesta Borisa Kidriča,,17357751,11027725,1998/09/01,1998/10/05,V
UL,17357778,4,Cesta v Rovte,,17357751,11027725,1998/09/01,1998/10/05,V
UL,17357816,5,Cesta Toneta Tomšiča,,17357808,11027725,1998/09/02,1998/10/05,V
UL,17357824,12,Pot Otmarja Novaka,,17357808,11027725,1998/09/02,1998/10/05,V
UL,17488791,1,Brsc,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488813,2,Dvor,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488830,3,Na Dobravah,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488856,4,Na Vidmu,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488872,5,Nova vas,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488902,6,Podrovnik,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488937,7,Ribogojnica,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488953,8,V Čepuljah,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17488970,9,Videmce,,10103622,11027784,2001/02/27,2001/03/06,V
UL,17489020,1,Na hribu,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489046,2,Nad žago,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489062,3,Njive,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489097,4,Pešnica,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489127,5,Pod gozdom,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489143,6,Pri cerkvi,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489160,7,Senožeti,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489186,8,Trata,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17489208,9,Vogel,,10103223,11027784,2001/03/06,2001/03/07,V
UL,17506439,182,Prisojna ulica,,10102774,11027784,2007/03/12,2007/03/12,V
UL,17506471,21,Poslovna cona A,,10103371,11027431,2007/03/12,2007/03/12,V
UL,17506498,22,Planjava,,10103371,11027431,2007/03/12,2007/03/12,V
UL,17506510,23,Poslovna cona B,,10103371,11027431,2007/03/12,2007/03/12,V
UL,17506536,24,Poslovna cona C,,10103371,11027431,2007/03/12,2007/03/12,V
UL,17512145,183,Cesta Boštjana Hladnika,,10102774,11027784,2009/02/16,2009/02/16,V
UL,17512161,184,Cesta Rudija Šeliga,,10102774,11027784,2009/02/16,2009/02/16,V
UL,17512188,185,Ulica Angelce Hlebce,,10102774,11027784,2009/02/16,2009/02/16,V
UL,17515527,18,Dvorjanska ulica,,10102553,11026630,2010/01/12,2010/04/12,V
UL,17519204,19,Ulica Franca Kimovca,,10102553,11026630,2011/06/21,2011/06/21,V
UL,17520105,25,Poslovna cona D,,10103371,11027431,2011/10/27,2011/10/27,V
UL,17540041,186,Žimarska ulica,,10102774,11027784,2021/02/11,2021/02/11,V
UL,17542656,26,Ulica Antona Umnika,,10103371,11027431,2022/06/03,2022/06/03,V
UL,17542672,27,Mala ulica,,10103371,11027431,2022/06/03,2022/06/03,V
UL,17542729,28,Severna ulica,,10103371,11027431,2022/06/03,2022/06/03,V
UL,17542788,29,Sončna ulica,,10103371,11027431,2022/06/03,2022/06/03,V
UL,17591231,69,Veslaška promenada,,10126533,11026532,2006/01/23,2006/01/26,V
UL,17593218,30,Dolina,,10126878,11027270,2008/01/25,2008/01/25,V
UL,17593234,31,Plana,,10126878,11027270,2008/01/25,2008/01/25,V
UL,17593269,38,Savska cesta,,10127157,11027270,2008/01/25,2008/01/25,V
UL,17593285,39,Vurnikov trg,,10127157,11027270,2008/01/25,2008/01/25,V
UL,17598074,70,Slovenski trg,,10126533,11026532,2013/07/03,2013/07/03,V
UL,17599879,71,Pot Franca Gornika,,10126533,11026532,2015/07/20,2015/07/20,V
UL,17601261,72,Ulica Jule Vovk Molnar,,10126533,11026532,2017/04/11,2017/04/11,V
UL,17601342,15,Ulica Rada Mužana,,10127203,11026532,2017/04/11,2017/04/11,V
UL,17708350,11,Vršajn,,10136776,11026800,2009/06/12,2009/06/12,V
UL,17709275,31,Nad Plevno,,10137918,11027482,2014/05/23,2014/05/23,V
UL,17799410,1,Brezovica,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799436,2,Cesta k cerkvi,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799452,3,Cesta v Dolenje,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799487,4,Hrastičje,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799509,5,Kolovška cesta,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799525,6,Na klancu,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799541,7,Pod klancem,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799568,8,Pot na Blata,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799584,9,Pot ob Rovščici,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799606,10,Rovska cesta,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799622,11,Žiška cesta,,10091551,11026761,1998/05/28,1998/06/02,V
UL,17799657,42,Borovec,,10091900,21427969,1998/11/22,1998/11/27,V
UL,17803565,1,Hujska cesta,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803581,2,Kovaška cesta,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803603,3,Mlinarska ulica,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803620,4,Na Loki,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803646,5,Ob Mlinščici,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803662,6,Poljska pot,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803697,7,Potočna ulica,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803727,8,Prešernova cesta,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17803743,9,Vrtnarska ulica,,10090881,11026761,1999/06/30,1999/07/02,V
UL,17832468,43,Onger,,10091900,21427969,2001/09/14,2001/09/14,V
UL,17837249,8,Cesta Petra Majdiča,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837265,9,Groharjeva ulica,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837281,10,Smoletova ulica,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837303,11,Jakopičeva ulica,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837320,12,Pregljeva ulica,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837346,13,Resljeva ulica,,10091667,11026761,2002/10/08,2002/10/08,V
UL,17837362,12,Cesta Petra Majdiča,,10091730,11026761,2002/10/08,2002/10/08,V
UL,17837397,13,Ulica Hermana Potočnika,,10091730,11026761,2002/10/08,2002/10/08,V
UL,17837427,6,Preserska cesta,,10092167,11026761,2002/10/08,2002/10/08,V
UL,17837443,7,Puchova ulica,,10092167,11026761,2002/10/08,2002/10/08,V
UL,17837460,8,Rusjanova ulica,,10092167,11026761,2002/10/08,2002/10/08,V
UL,17844750,1,Trojanska cesta,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844776,2,Stari trg,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844792,3,Vevrov trg,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844814,4,Maklenovec,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844849,5,Ulica Jelke Komotarjeve,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844865,6,Ulica Frana Milčinskega,,10091144,11027873,2009/11/27,2009/11/27,V
UL,17844881,7,Pot v Rovca,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844903,8,Laze,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844920,9,Šolska pot,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844946,10,Mlakarjeva ulica,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844962,11,Maroltova ulica,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17844997,12,Čebelarska ulica,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845012,13,Kersnikova ulica,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845047,14,Stara pot,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845063,15,Mačkova cesta,,10091144,11027873,2007/09/11,2007/09/11,V
UL,17845080,16,Podpeč,,10091144,11027873,2007/08/30,2007/08/30,V
UL,17845101,17,Mlaka,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845128,18,Gradiška cesta,,10091144,11027873,2007/09/11,2007/09/11,V
UL,17845144,19,Koseskega cesta,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845179,20,Capudrova ulica,,10091144,11027873,2005/11/29,2005/12/12,V
UL,17845195,21,Obrtniška ulica,,10091144,11027873,2007/09/11,2007/09/11,V
UL,17846019,6,Kopališka cesta,,10092078,11026761,2006/07/03,2006/07/03,V
UL,17846035,7,Virska cesta,,10092078,11026761,2006/07/03,2006/07/03,V
UL,17846051,36,Virska cesta,,10091993,11026761,2006/07/03,2006/07/03,V
UL,17846078,25,Virska cesta,,10090636,11026761,2006/07/03,2006/07/03,V
UL,17846400,1,Aljaževa ulica,,10091438,11027873,2007/11/28,2007/11/28,V
UL,17846426,2,Cesta na bajer,,10091438,11027873,2007/11/26,2007/11/27,V
UL,17846442,3,Cesta na gmajno,,10091438,11027873,2007/11/26,2007/11/27,V
UL,17846477,4,Dobrava,,10091438,11027873,2007/11/26,2007/11/27,V
