ENOTA,UL_MID,UL_ID,UL_UIME,UL_DJ,NA_MID,OB_MID,D_OD,DV_OD,STATUS
UL,16114715,4,Čanžekova ulica,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16114723,5,Jesenova ravan,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16114731,6,Naselje 22. maja,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115088,7,Partizanska pot,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115096,8,Pašnica,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115100,9,Pod Kojzico,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115118,10,Pod Lurdom,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115126,11,Pod Sedovcem,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115134,12,Poljane,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115142,13,Pot na Kopitnik,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115169,14,Revirska cesta,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115177,15,Stare Ogeče,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115185,16,Šmarjeta,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115193,17,Toplice,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115207,18,Tovornikova ulica,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115215,19,Trsteniška ulica,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115223,20,Trubarjevo naselje,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115231,22,Ulica XIV. divizije,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115240,21,Ulica talcev,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115258,23,Završnikova cesta,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115266,24,Zdraviliška cesta,,10106494,11027814,1995/01/01,1995/01/01,V
UL,16115274,1,Brnčičeva ulica,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117170,2,Cafova ulica,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117188,3,Cankarjeva ulica,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117196,4,Cesta Maksa Kavčiča,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117200,5,Mariborska cesta,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117218,6,Meznaričeva ulica,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16117226,7,Radgonska cesta,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16121665,8,Slovenska ulica,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16122521,9,Trojiški trg,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16122831,10,Usnjarska cesta,,10107105,21433667,2006/04/06,2006/04/12,V
UL,16122874,3,Cmureška cesta,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16128031,4,Cvetlična ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16134724,10,Jurovska cesta,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16134805,15,Mariborska cesta,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16134813,16,Nikova ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16134821,23,Ptujska cesta,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16134830,30,Ulica heroja Lacka,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135020,1,Cafova ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135038,6,Gregorčičeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135097,12,Kidričeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135143,13,Kraigherjeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135151,14,Maistrova ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135194,20,Pot na Kamenšak,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135208,22,Prežihova ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135283,26,Strma pot,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135305,27,Trg osvoboditve,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135313,29,Ulica Ele Kristl,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135321,2,Cankarjeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135330,9,Jurčičeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135348,19,Partizanska cesta,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135356,21,Prešernova ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135364,24,Ribiška pot,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135372,25,Sadjarska ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135429,32,Vrtna ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135437,7,Gubčeva ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135445,11,K jezeru,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135461,17,Ob gozdu,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16135488,18,Obrtna ulica,,10107229,11027016,1995/01/01,1995/01/01,V
UL,16156566,50,Vrvarska ulica,,10108969,11027024,1995/01/01,1995/01/01,V
UL,16156701,48,Valvazorjev trg,,10108969,11027024,1995/01/01,1995/01/01,V
UL,16161209,47,Ulica 25.maja,,10108969,11027024,1995/01/01,1995/01/01,V
UL,16167282,14,Gubčeva ulica,,10108969,11027024,1995/01/01,1995/01/01,V
UL,16167304,33,Prisojna ulica,,10108969,11027024,1995/01/01,1995/01/01,V
UL,16172812,9,Hrastovec,,10091900,21427969,1998/11/22,1998/11/27,V
UL,16172839,3,Brezovce,,10091900,21427969,1999/01/28,1999/01/28,V
UL,16172847,2,Cankarjev trg,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172855,3,Cebejeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172863,6,Cesta 5. maja,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172871,4,Cesta IV. Prekomorske,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172880,7,Goriška cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172898,8,Gradišče,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172901,9,Gregorčičeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172910,10,Grivška pot,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172928,11,Idrijska cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172936,33,Ulica Quiliano,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172944,14,Lavričeva cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172952,15,Levstikova ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172979,16,Lokarjev drevored,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172987,17,Lokavška cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16172995,19,Na Livadi,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173002,21,Polževa ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173029,23,Prešernova ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173037,25,Slomškova ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173045,26,Stritarjeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173053,27,Šibeniška ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173061,28,Štrancarjeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173070,13,Lavričev trg,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173088,29,Tovarniška cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173096,30,Trg prve Slovenske vlade,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173100,35,Ulica 24. septembra,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173118,36,Vilharjeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173126,37,Vipavska cesta,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173134,39,Župančičeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173142,12,Kidričeva ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173169,24,Slejkoti,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173177,31,Ulica Bazoviške brigade,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173185,32,Ulica Ivana Kosovela,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173193,38,Vojkova ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173207,22,Pot v Žapuže,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173215,5,Cesta IX. Korpusa,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173223,20,Ob Hublju,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173231,1,Bevkova ulica,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173240,18,Na Brajdi,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173258,34,Ulica Vena Pilona,,10083931,11026516,1995/01/01,1995/01/01,V
UL,16173266,1,Beblerjeva ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173274,3,Cankarjeva ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173282,4,Cesta 18. aprila,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173304,6,Goriška cesta,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173312,7,Grabrijanova ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173339,8,Gradiška cesta,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173347,9,Gregorčičeva ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173355,10,Kociančičeva ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173363,11,Kosovelova ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173371,12,Kreljeva ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173380,13,Laurinova ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173398,14,Na Hribu,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173401,15,Na Produ,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173410,16,Ob Beli,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173428,17,Pod Gradom,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173436,18,Tabor,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173444,5,Glavni trg,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173452,19,Trg Pavla Rušta,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173479,20,Ulica Gradnikove brigade,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173487,21,Ulica Ivana Ščeka,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173495,22,Ulica Milana Bajca,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173509,23,Ulica Vojana Reharja,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173517,24,Vinarska cesta,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173525,25,Vojkova ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173533,2,Bevkova ulica,,10084482,11027636,1995/01/01,1995/01/01,V
UL,16173541,1,Bizeljska cesta,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173550,2,Bošt,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173568,3,Drameljšek,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173576,4,Florjanova pot,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173584,5,Gradišče,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173592,6,Hribček,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173606,7,Janeževa gorca,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173614,8,Kumrovška cesta,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173622,9,Mizarska pot,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173649,10,Nimnik,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173657,11,Okrogi,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173665,12,Pišeška cesta,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173673,13,Pot na Žalce,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173681,14,Sodarska pot,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173690,15,Vidova pot,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173703,16,Vinarska cesta,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173711,17,Vrhovnica,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173720,18,Župjek,,10084695,11026605,1995/01/01,1995/01/01,V
UL,16173738,1,Aškerčeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173746,8,Cankarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173754,10,Cesta bratov Milavcev,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173762,11,Cesta prvih borcev,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173789,14,Černelčeva cesta,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173797,15,Čolnarska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173819,19,Dobovska cesta,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173827,23,Gregorčičeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173835,24,Gubčeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173843,25,Holyjeva steza,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173851,28,Jurčičeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173860,29,Kajuhova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173878,30,Kettejeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173886,38,Kržičnikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173894,41,Levstikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173908,58,Pleteršnikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173916,59,Pod obzidjem,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173924,61,Prešernova cesta,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173932,63,Razlagova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173959,70,Šolska ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173967,74,Trdinova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173975,75,Trg izgnancev,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173983,82,Ulica Ilije Gregoriča,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16173991,85,Ulica stare pravde,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174009,86,Usnjarska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174017,89,Vodnikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174025,91,Zidarska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174033,93,Župančičeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174041,43,Maistrova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174050,3,Bevkova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174068,2,Betettova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174076,5,Bohoričeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174084,6,Borštnikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174092,7,Brezina,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174106,9,Cesta bratov Cerjakov,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174114,13,Cvetlična ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174122,54,Opekarska ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174149,16,Čopova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174157,17,Črnc,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174165,21,Finžgarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174173,22,Gradnikova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174181,26,Hrastinska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174190,27,Ipavčeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174203,36,Kregarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174211,32,Kogojeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174220,34,Kosovelova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174238,35,Kratka ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174246,48,Murnova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174254,40,Lenartova pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174262,42,Linhartova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174289,72,Tavčarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174297,44,Marof,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174319,45,Mencingerjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174327,46,Meškova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174335,47,Mladinska ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174343,50,Nad Vrbino,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174351,33,Kopitarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174360,52,Ob stadionu,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174378,53,Obrtna ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174386,55,Orehova aleja,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174394,56,Orliška ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174408,57,Pešpot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174416,68,Stritarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174424,51,Ob potoku,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174432,60,Prečna pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174459,62,Prežihova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174467,39,Lamutova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174475,20,Erjavčeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174483,64,Samova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174491,18,Dalmatinova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174505,65,Slomškova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174513,66,Sodarska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174521,67,Stiplovškova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174530,69,Šentlenart,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174548,71,Šubičeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174556,12,Cesta svobode,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174564,37,Krekova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174572,73,Tovarniška cesta,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174599,76,Trg vstaje,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174602,77,Trnje,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174629,78,Trnska pot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174637,79,Trubarjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174645,87,Valvasorjeva ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174653,80,Ulica bratov Gerjevič,,10084784,11026605,2000/10/06,2000/12/15,V
UL,16174661,88,Vegova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174670,81,Ulica Elizabete Zorko,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174688,83,Ulica kozjanskih borcev,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174696,31,Kocbekova ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174700,84,Ulica Stanka Škalerja,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174718,49,Na bregu,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174726,90,Zakot,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174734,92,Žagarska ulica,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174742,4,Bizeljska cesta,,10084784,11026605,1995/01/01,1995/01/01,V
UL,16174769,1,Čateška ulica,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174777,2,Na Griču,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174785,3,Razlagov breg,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174793,4,Rimska cesta,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174807,5,Savska pot,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174815,6,Šentviška pot,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174823,7,Topliška cesta,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174831,8,Zagrebška cesta,,10084890,11026605,1995/01/01,1995/01/01,V
UL,16174840,1,Bohoričeva ulica,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174858,2,Cvetna ulica,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174866,3,Gaberska pot,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174874,4,Ilirska ulica,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174882,5,Kapelska cesta,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174904,7,Mladinska ulica,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174912,8,Ob njivah,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174947,10,Prečna pot,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174963,12,Selska cesta,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174980,14,Trg 7. julija,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16174998,24,Ulica 15. aprila,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175005,15,Ulica bratov Gerjovičev,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175013,16,Ulica Jožeta Šavriča,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175030,18,Ulica Maistrovih borcev,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175048,23,Ulica 1. maja,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175056,6,Kaptolska pot,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175064,19,Ulica Marka Šavriča,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175072,20,Ulica Staneta Škalerja,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175102,22,Ulica Tončka Kežmana,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175129,25,Vadnalova ulica,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175137,26,Železniška pot,,10084954,11026605,1995/01/01,1995/01/01,V
UL,16175145,1,Adamičeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175153,2,Aškerčeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175161,4,Badovinčeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175170,5,Berksova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175188,6,Bernekerjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175196,8,Bezenškova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175200,9,Bežigrajska cesta,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175218,10,Bohoričeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175226,12,Božičeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175234,13,Breg,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175242,15,Brinarjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175269,17,Cankarjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175277,18,Celestinova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175285,19,Celovška ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175293,21,Cesta na Dobrovo,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175307,22,Cesta na Grad,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175315,24,Cesta v Lahovno,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175323,25,Cesta v Laško,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175331,26,Cesta v Lokrovec,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175340,27,Cesta v Trnovlje,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175358,28,Cigaletova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175366,29,Cinkarniška pot,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175374,31,Čopova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175382,168,Razlagova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175404,33,Dalmatinova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175412,34,Dečkova cesta,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175439,35,Delavska ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175447,36,Dobojska ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175455,37,Dolarjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175463,38,Dolharjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175471,39,Drapšinova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175480,40,Drobničeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175498,44,Gallusova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175501,47,Gledališka ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175510,50,Goručanova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175528,52,Gosposvetska ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175536,54,Grčarjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175544,55,Gregorčičeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175552,56,Groharjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175579,57,Grudnova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175587,58,Grunova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175595,59,Gubčeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175609,60,Hohkrautova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175617,61,Hrašovčeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175625,62,Hribarjeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175633,63,Hubadova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175641,64,Ilirska ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175650,65,Ipavčeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175668,67,Jakopičeva ulica,,10085942,11026621,1995/01/01,1995/01/01,V
UL,16175676,68,Jamova ulica,,10085942,11026621,1995/01/01,1995/01/01,V
